,GeoFips,GeoName,county,state_id,Year,Population,Personal Income,GDP Per Capita,IsChampion,IsNBA,GDP Per Capita Growth,Population Growth,Personal Income Growth,Percent pop diff from dataset mean,Percent gdp diff from dataset mean,Percent personal income diff from dataset mean,Percent pop diff from nba mean,Percent gdp diff from nba mean,Percent personal income diff from nba mean
157,6001,"Alameda, CA",Alameda,CA,2022,1628997,159241119,97754,FALSE,FALSE,-0.009152924,-0.009027659,-0.018098118,1.013236502,1.607552289,1.648116926,,,
80,6001,"Alameda, CA",Alameda,CA,2021,1643837,162176203,98657,FALSE,FALSE,0.126723084,-0.021746867,0.102217556,1.022466986,1.622402011,1.678494517,,,
2,6001,"Alameda, CA",Alameda,CA,2020,1680380,147136291,87561,FALSE,FALSE,0.096184181,-0.00207794,0.093904923,1.04519674,1.43992968,1.522834134,,,
387,6001,"Alameda, CA",Alameda,CA,2019,1683879,134505557,79878,FALSE,FALSE,0.076624479,0.002087634,0.07887719,1.047373119,1.313583707,1.39210831,,,
311,6001,"Alameda, CA",Alameda,CA,2018,1680371,124671796,74193,FALSE,FALSE,0.071255306,0.005091338,0.076711307,1.045191142,1.220094594,1.290330654,,,
235,6001,"Alameda, CA",Alameda,CA,2017,1671859,115789437,69258,FALSE,FALSE,0.06199494,0.006494605,0.068886502,1.039896676,1.138939137,1.198399836,,,
536,6001,"Alameda, CA",Alameda,CA,2016,1661071,108327158,65215,FALSE,FALSE,0.058375799,0.011072629,0.070097228,1.033186538,1.072452508,1.121166592,,,
463,6001,"Alameda, CA",Alameda,CA,2015,1642880,101231136,61618,FALSE,FALSE,0.080846884,0.017611603,0.099882665,1.021871732,1.013300294,1.047724041,,,
680,6001,"Alameda, CA",Alameda,CA,2014,1614447,92038123,57009,FALSE,FALSE,0.053167316,0.018822809,0.072990814,1.004186399,0.937505866,0.952578011,,,
610,6001,"Alameda, CA",Alameda,CA,2013,1584620,85777177,54131,FALSE,FALSE,0.035088726,0.017602647,0.053315132,0.985633998,0.890177516,0.887778346,,,
753,6001,"Alameda, CA",Alameda,CA,2012,1557209,81435436,52296,FALSE,FALSE,0,0,0,0.96858435,0.860001171,0.842842108,,,
213,42003,"Allegheny, PA",Allegheny,PA,2022,1233253,87359911,70837,FALSE,FALSE,0.009980467,-0.009789272,9.49E-05,0.767083645,1.164905594,0.904159358,,,
135,42003,"Allegheny, PA",Allegheny,PA,2021,1245445,87351618,70137,FALSE,FALSE,0.062456449,-0.003264443,0.058988495,0.774667072,1.153394182,0.904073527,,,
58,42003,"Allegheny, PA",Allegheny,PA,2020,1249524,82485899,66014,FALSE,FALSE,0.059461715,-0.000474356,0.058953073,0.777204211,1.085591963,0.853714211,,,
443,42003,"Allegheny, PA",Allegheny,PA,2019,1250117,77893819,62309,FALSE,FALSE,0.032511972,0.001525381,0.034089164,0.777573057,1.024663702,0.806187009,,,
367,42003,"Allegheny, PA",Allegheny,PA,2018,1248213,75326018,60347,FALSE,FALSE,0.071197813,0.000621273,0.071858043,0.776388768,0.992398858,0.779610731,,,
291,42003,"Allegheny, PA",Allegheny,PA,2017,1247438,70276114,56336,FALSE,FALSE,0.055337005,-0.002270697,0.052949887,0.775906718,0.926438465,0.727345134,,,
591,42003,"Allegheny, PA",Allegheny,PA,2016,1250277,66742126,53382,FALSE,FALSE,0.007036541,0.001028028,0.008063176,0.777672577,0.877860305,0.690768994,,,
517,42003,"Allegheny, PA",Allegheny,PA,2015,1248993,66208277,53009,FALSE,FALSE,0.040269247,-0.00029135,0.039978842,0.776873928,0.871726367,0.685243753,,,
734,42003,"Allegheny, PA",Allegheny,PA,2014,1249357,63663100,50957,FALSE,FALSE,0.031706181,0.002549391,0.034325657,0.777100337,0.837981484,0.658901629,,,
663,42003,"Allegheny, PA",Allegheny,PA,2013,1246180,61550344,49391,FALSE,FALSE,0.006562188,0.00536007,0.011951966,0.775124242,0.81222881,0.637034984,,,
806,42003,"Allegheny, PA",Allegheny,PA,2012,1239536,60823385,49069,FALSE,FALSE,0,0,0,0.770991672,0.80693356,0.629511089,,,
186,24005,"Baltimore, MD",Baltimore,MD,2022,846161,57385048,67818,FALSE,FALSE,0.007397504,-0.005258431,0.002095099,0.526312333,1.115258517,0.59392492,,,
108,24005,"Baltimore, MD",Baltimore,MD,2021,850634,57265072,67320,FALSE,FALSE,0.054428694,-0.003153546,0.051110677,0.52909454,1.10706897,0.59268319,,,
31,24005,"Baltimore, MD",Baltimore,MD,2020,853325,54480535,63845,FALSE,FALSE,0.053704346,-0.000130062,0.05356575,0.530768343,1.04992303,0.563863733,,,
416,24005,"Baltimore, MD",Baltimore,MD,2019,853436,51710617,60591,FALSE,FALSE,0.053664899,0.003121841,0.056960281,0.530837385,0.996411407,0.53519558,,,
340,24005,"Baltimore, MD",Baltimore,MD,2018,850780,48923898,57505,FALSE,FALSE,0.032832229,0.002689458,0.03560263,0.529185352,0.945662524,0.50635354,,,
264,24005,"Baltimore, MD",Baltimore,MD,2017,848498,47241960,55677,FALSE,FALSE,0.03308346,0.003213602,0.036415984,0.527765948,0.915601293,0.488945785,,,
565,24005,"Baltimore, MD",Baltimore,MD,2016,845780,45582045,53894,FALSE,FALSE,0.016311829,0.004594304,0.020978418,0.526075351,0.886280081,0.471765963,,,
492,24005,"Baltimore, MD",Baltimore,MD,2015,841912,44645454,53029,FALSE,FALSE,0.028152083,0.00635793,0.034672473,0.523669454,0.872055264,0.462072415,,,
709,24005,"Baltimore, MD",Baltimore,MD,2014,836593,43149359,51577,FALSE,FALSE,0.026162906,0.006592357,0.032942374,0.520361035,0.848177306,0.446588101,,,
639,24005,"Baltimore, MD",Baltimore,MD,2013,831114,41773249,50262,FALSE,FALSE,-0.005972629,0.008382623,0.002362892,0.516953096,0.826552296,0.43234561,,,
782,24005,"Baltimore, MD",Baltimore,MD,2012,824205,41674776,50564,FALSE,FALSE,0,0,0,0.512655696,0.831518648,0.431326432,,,
197,34003,"Bergen, NJ",Bergen,NJ,2022,952997,92572219,97138,FALSE,FALSE,0.026242948,-0.00197093,0.024219313,0.592764349,1.597422246,0.958105808,,,
119,34003,"Bergen, NJ",Bergen,NJ,2021,954879,90383200,94654,FALSE,FALSE,0.070008252,0.001323382,0.071423787,0.593934954,1.556573177,0.935449855,,,
42,34003,"Bergen, NJ",Bergen,NJ,2020,953617,84358030,88461,FALSE,FALSE,0.019699834,-0.001699049,0.017962903,0.59314999,1.454730067,0.87309043,,,
427,34003,"Bergen, NJ",Bergen,NJ,2019,955240,82869454,86752,FALSE,FALSE,0.049326269,0.001928884,0.051350574,0.594159496,1.426625776,0.857683936,,,
351,34003,"Bergen, NJ",Bergen,NJ,2018,953401,78821904,82674,FALSE,FALSE,0.052287249,0.003106956,0.055563807,0.593015638,1.359563577,0.815792522,,,
275,34003,"Bergen, NJ",Bergen,NJ,2017,950448,74672799,78566,FALSE,FALSE,0.029239919,0.007012923,0.036450948,0.591178871,1.292008032,0.772850032,,,
576,34003,"Bergen, NJ",Bergen,NJ,2016,943829,72046631,76334,FALSE,FALSE,0.017908816,0.004690113,0.022685837,0.587061851,1.255303071,0.745669666,,,
503,34003,"Bergen, NJ",Bergen,NJ,2015,939423,70448449,74991,FALSE,FALSE,0.042613241,0.005895599,0.04876898,0.584321318,1.233217604,0.72912877,,,
720,34003,"Bergen, NJ",Bergen,NJ,2014,933917,67172514,71926,FALSE,FALSE,0.027631729,0.006404274,0.034209896,0.580896585,1.182814063,0.695223432,,,
649,34003,"Bergen, NJ",Bergen,NJ,2013,927974,64950562,69992,FALSE,FALSE,-0.011719522,0.006716331,-0.005089242,0.577200038,1.151009675,0.672226629,,,
792,34003,"Bergen, NJ",Bergen,NJ,2012,921783,65282802,70822,FALSE,FALSE,0,0,0,0.573349234,1.164658921,0.675665253,,,
217,48029,"Bexar, TX",Bexar,TX,2022,2059530,108297179,52583,FALSE,TRUE,0.008477014,0.014099695,0.022700897,1.281028126,0.86472085,1.120856314,0.878593971,0.864200684,0.785132029
139,48029,"Bexar, TX",Bexar,TX,2021,2030895,105893306,52141,FALSE,TRUE,0.086950177,0.0077038,0.095326873,1.263217149,0.857452216,1.095976661,0.866378301,0.856936422,0.76770445
62,48029,"Bexar, TX",Bexar,TX,2020,2015369,96677356,47970,FALSE,TRUE,0.030681965,0.012217209,0.043280771,1.253559974,0.788860643,1.000593237,0.859754921,0.78838611,0.700890728
447,48029,"Bexar, TX",Bexar,TX,2019,1991044,92666671,46542,FALSE,TRUE,-0.001158898,0.010140757,0.008963372,1.238429818,0.765377362,0.959083369,0.849377894,0.764916955,0.671814096
371,48029,"Bexar, TX",Bexar,TX,2018,1971056,91843444,46596,FALSE,TRUE,0.056502812,0.011973395,0.069161217,1.225997278,0.766265385,0.950563118,0.840851028,0.765804444,0.665845872
295,48029,"Bexar, TX",Bexar,TX,2017,1947735,85902334,44104,FALSE,TRUE,0.042105761,0.014398291,0.057112736,1.21149161,0.725284757,0.889073699,0.830902307,0.724848468,0.622774059
595,48029,"Bexar, TX",Bexar,TX,2016,1920089,81261280,42322,FALSE,TRUE,-0.006105866,0.016565544,0.010350195,1.194295792,0.69597999,0.841039625,0.819108544,0.695561329,0.589127383
521,48029,"Bexar, TX",Bexar,TX,2015,1888800,80428826,42582,FALSE,TRUE,0.011256768,0.019194616,0.030655787,1.174834027,0.700255658,0.832423876,0.80576068,0.699834424,0.583092265
738,48029,"Bexar, TX",Bexar,TX,2014,1853228,78036554,42108,TRUE,TRUE,0.063145404,0.019482202,0.083881598,1.152708235,0.692460787,0.807664291,0.790585691,0.692044243,0.56574879
666,48029,"Bexar, TX",Bexar,TX,2013,1817813,71997305,39607,FALSE,TRUE,0.018567571,0.017605035,0.036487004,1.130680097,0.651332155,0.745159151,0.775477678,0.650940351,0.521965491
809,48029,"Bexar, TX",Bexar,TX,2012,1786364,69462815,38885,FALSE,TRUE,0,0,0,1.111118812,0.639458956,0.718927635,0.762061558,0.639074294,0.503590965
200,36005,"Bronx, NY",Bronx,NY,2022,1379946,56151391,40691,FALSE,FALSE,-0.075624716,-0.028951741,-0.102389729,0.858326724,0.669158399,0.581156792,,,
122,36005,"Bronx, NY",Bronx,NY,2021,1421089,62556538,44020,FALSE,FALSE,0.067410281,-0.027400804,0.038165532,0.883917679,0.723903388,0.647448911,,,
45,36005,"Bronx, NY",Bronx,NY,2020,1461125,60256805,41240,FALSE,FALSE,0.11743348,-0.012037773,0.103984796,0.90882008,0.678186636,0.623647088,,,
430,36005,"Bronx, NY",Bronx,NY,2019,1478928,54581191,36906,FALSE,FALSE,0.076478824,-0.005356139,0.070724876,0.91989355,0.606914548,0.564905505,,,
354,36005,"Bronx, NY",Bronx,NY,2018,1486892,50975925,34284,FALSE,FALSE,0.03224641,-0.000774842,0.031446018,0.92484716,0.563796087,0.52759165,,,
278,36005,"Bronx, NY",Bronx,NY,2017,1488045,49421806,33213,FALSE,FALSE,0.059189336,0.001946599,0.061231166,0.925564326,0.546183626,0.511506799,,,
579,36005,"Bronx, NY",Bronx,NY,2016,1485154,46570255,31357,FALSE,FALSE,0.018911454,0.007454389,0.026520317,0.923766124,0.515661938,0.481993759,,,
505,36005,"Bronx, NY",Bronx,NY,2015,1474165,45367105,30775,FALSE,FALSE,0.033654654,0.010831971,0.044841195,0.916930963,0.506091021,0.469541373,,,
722,36005,"Bronx, NY",Bronx,NY,2014,1458368,43420096,29773,FALSE,FALSE,0.025452917,0.010867199,0.036613603,0.907105226,0.489613257,0.44939018,,,
651,36005,"Bronx, NY",Bronx,NY,2013,1442690,41886481,29034,FALSE,FALSE,0.002555249,0.011951023,0.014515598,0.897353506,0.477460494,0.433517541,,,
794,36005,"Bronx, NY",Bronx,NY,2012,1425652,41287173,28960,FALSE,FALSE,0,0,0,0.886755866,0.476243573,0.427314811,,,
172,12011,"Broward, FL",Broward,FL,2022,1947026,128520356,66009,FALSE,FALSE,0.034315799,0.005836044,0.040343077,1.211050612,1.085509739,1.330162557,,,
95,12011,"Broward, FL",Broward,FL,2021,1935729,123536513,63819,FALSE,FALSE,0.137999287,-0.003878522,0.133591657,1.204023876,1.049495463,1.278580679,,,
18,12011,"Broward, FL",Broward,FL,2020,1943266,108977966,56080,FALSE,FALSE,0.046112521,0.001055008,0.047211044,1.208711891,0.922228577,1.127902337,,,
403,12011,"Broward, FL",Broward,FL,2019,1941218,104064951,53608,FALSE,FALSE,0.060578483,0.003056887,0.063825154,1.207438035,0.881576847,1.077053516,,,
327,12011,"Broward, FL",Broward,FL,2018,1935302,97821480,50546,FALSE,FALSE,0.04608953,0.00545145,0.051786633,1.203758282,0.83122264,1.012434715,,,
251,12011,"Broward, FL",Broward,FL,2017,1924809,93005061,48319,FALSE,FALSE,0.040841824,0.010777268,0.05206553,1.197231633,0.794599904,0.962585645,,,
552,12011,"Broward, FL",Broward,FL,2016,1904286,88402346,46423,FALSE,FALSE,0.009986076,0.01422795,0.024345307,1.184466323,0.763420422,0.914948373,,,
479,12011,"Broward, FL",Broward,FL,2015,1877572,86301314,45964,FALSE,FALSE,0.062898899,0.012182381,0.075852841,1.167850209,0.755872224,0.89320307,,,
696,12011,"Broward, FL",Broward,FL,2014,1854974,80216653,43244,FALSE,FALSE,0.05142357,0.012470758,0.064542471,1.153794247,0.711142165,0.830227923,,,
626,12011,"Broward, FL",Broward,FL,2013,1832126,75353173,41129,FALSE,FALSE,-0.022576582,0.011538587,-0.011297539,1.139582786,0.676361255,0.779891781,,,
769,12011,"Broward, FL",Broward,FL,2012,1811227,76214206,42079,FALSE,FALSE,0,0,0,1.126583604,0.691983886,0.788803317,,,
196,32003,"Clark, NV",Clark,NV,2022,2322985,137403632,59150,FALSE,FALSE,0.013050627,0.012108345,0.025314158,1.444897195,0.972714343,1.422102865,,,
118,32003,"Clark, NV",Clark,NV,2021,2295194,134011250,58388,FALSE,FALSE,0.110840531,0.008994458,0.120835813,1.427611187,0.960183348,1.386992322,,,
41,32003,"Clark, NV",Clark,NV,2020,2274734,119563676,52562,FALSE,FALSE,0.043269422,0.016497789,0.060472056,1.414885062,0.864375508,1.237462531,,,
426,32003,"Clark, NV",Clark,NV,2019,2237815,112745711,50382,FALSE,FALSE,0.061433447,0.0191816,0.081790731,1.391921436,0.828525681,1.16689782,,,
350,32003,"Clark, NV",Clark,NV,2018,2195698,104221369,47466,FALSE,FALSE,0.042132303,0.019066971,0.062004721,1.365724653,0.780572426,1.078672414,,,
274,32003,"Clark, NV",Clark,NV,2017,2154616,98136446,45547,FALSE,FALSE,0.044153046,0.018267333,0.063225417,1.340171639,0.749014711,1.015694556,,,
575,32003,"Clark, NV",Clark,NV,2016,2115963,92300696,43621,FALSE,FALSE,0.018492143,0.018371924,0.037212942,1.316129464,0.717341883,0.955295594,,,
502,32003,"Clark, NV",Clark,NV,2015,2077790,88989148,42829,FALSE,FALSE,0.060438744,0.019544054,0.081169186,1.29238585,0.704317542,0.921021668,,,
719,32003,"Clark, NV",Clark,NV,2014,2037960,82308254,40388,FALSE,FALSE,0.049611476,0.016055285,0.066446867,1.267611581,0.664175602,0.851875617,,,
648,32003,"Clark, NV",Clark,NV,2013,2005757,77179892,38479,FALSE,FALSE,-0.011407137,0.012300998,0.000748462,1.247581308,0.632782336,0.798797993,,,
791,32003,"Clark, NV",Clark,NV,2012,1981384,77122169,38923,FALSE,FALSE,0,0,0,1.232421296,0.640083861,0.798200571,,,
218,48085,"Collin, TX",Collin,TX,2022,1158696,95700547,82593,FALSE,FALSE,0.050921861,0.039702095,0.092647969,0.720709174,1.358231542,0.99048344,,,
140,48085,"Collin, TX",Collin,TX,2021,1114450,87585892,78591,FALSE,FALSE,0.089952153,0.03606736,0.129270202,0.693188152,1.292419153,0.906498221,,,
63,48085,"Collin, TX",Collin,TX,2020,1075654,77559730,72105,FALSE,FALSE,0.033037723,0.038271051,0.072563947,0.669057031,1.185757696,0.802729248,,,
448,48085,"Collin, TX",Collin,TX,2019,1036005,72312453,69799,FALSE,FALSE,0.044129306,0.028954603,0.074367032,0.644395344,1.147835814,0.748420876,,,
372,48085,"Collin, TX",Collin,TX,2018,1006852,67307029,66849,FALSE,FALSE,0.038931369,0.034311948,0.074580367,0.626262172,1.099323434,0.696615638,,,
296,48085,"Collin, TX",Collin,TX,2017,973451,62635640,64344,FALSE,FALSE,0.033771408,0.030172286,0.064962001,0.605486742,1.058129022,0.648267603,,,
596,48085,"Collin, TX",Collin,TX,2016,944940,58814906,62242,FALSE,FALSE,0.020862719,0.032112196,0.053638367,0.587752894,1.023561896,0.608723693,,,
522,48085,"Collin, TX",Collin,TX,2015,915540,55820771,60970,FALSE,FALSE,0.037999251,0.034703724,0.074019303,0.569466087,1.002644015,0.577734935,,,
739,48085,"Collin, TX",Collin,TX,2014,884833,51973713,58738,FALSE,FALSE,0.036437104,0.033217498,0.070875411,0.550366326,0.965939054,0.537918577,,,
667,48085,"Collin, TX",Collin,TX,2013,856386,48533856,56673,FALSE,FALSE,-0.001339231,0.025538285,0.02416182,0.532672286,0.931980388,0.502316676,,,
810,48085,"Collin, TX",Collin,TX,2012,835060,47388855,56749,FALSE,FALSE,0,0,0,0.519407509,0.933230199,0.490466122,,,
158,6013,"Contra Costa, CA",Contra Costa,CA,2022,1156966,109965993,95047,FALSE,FALSE,0.00224603,-0.005443145,-0.00321247,0.719633114,1.563036013,1.138128239,,,
81,6013,"Contra Costa, CA",Contra Costa,CA,2021,1163298,110320394,94834,FALSE,FALSE,0.098136847,-0.002305345,0.095611669,0.723571619,1.559533254,1.141796225,,,
3,6013,"Contra Costa, CA",Contra Costa,CA,2020,1165986,100692971,86359,FALSE,FALSE,0.076218486,0.001235674,0.077542711,0.725243556,1.420162941,1.04215413,,,
388,6013,"Contra Costa, CA",Contra Costa,CA,2019,1164547,93446849,80243,FALSE,FALSE,0.022151737,0.00286509,0.025080074,0.724348497,1.319586087,0.967158071,,,
312,6013,"Contra Costa, CA",Contra Costa,CA,2018,1161220,91160536,78504,FALSE,FALSE,0.049939815,0.005656068,0.055881982,0.722279103,1.290988449,0.943495143,,,
236,6013,"Contra Costa, CA",Contra Costa,CA,2017,1154689,86335914,74770,FALSE,FALSE,0.064175005,0.008454963,0.073174846,0.718216819,1.229583287,0.893561174,,,
537,6013,"Contra Costa, CA",Contra Costa,CA,2016,1145008,80449066,70261,FALSE,FALSE,0.047795872,0.012770549,0.061178488,0.712195235,1.155433347,0.832633356,,,
464,6013,"Contra Costa, CA",Contra Costa,CA,2015,1130570,75811060,67056,FALSE,FALSE,0.074942691,0.015065677,0.091130488,0.703214796,1.102727523,0.784630829,,,
681,6013,"Contra Costa, CA",Contra Costa,CA,2014,1113790,69479371,62381,FALSE,FALSE,0.033020352,0.015198954,0.048730026,0.692777632,1.025847733,0.719098987,,,
611,6013,"Contra Costa, CA",Contra Costa,CA,2013,1097115,66250960,60387,FALSE,FALSE,-0.011005749,0.015778563,0.004587753,0.682405778,0.993056653,0.685685514,,,
754,6013,"Contra Costa, CA",Contra Costa,CA,2012,1080073,65948405,61059,FALSE,FALSE,0,0,0,0.67180565,1.004107609,0.682554124,,,
183,17031,"Cook, IL",Cook,IL,2022,5109292,372197013,72847,FALSE,TRUE,-0.00180874,-0.013194129,-0.014983234,3.177980779,1.197959793,3.852172107,2.17962018,1.197239169,2.698350952
105,17031,"Cook, IL",Cook,IL,2021,5177606,377858556,72979,FALSE,TRUE,0.090019716,-0.015897936,0.072704435,3.220472103,1.200130516,3.910768058,2.208762881,1.199408587,2.739395961
28,17031,"Cook, IL",Cook,IL,2020,5261249,352248526,66952,FALSE,TRUE,0.062696422,-0.00488926,0.057499444,3.272498068,1.101017256,3.645708856,2.244444923,1.100354948,2.553728569
413,17031,"Cook, IL",Cook,IL,2019,5287099,333095708,63002,FALSE,TRUE,0.027346107,-0.002049281,0.025227717,3.288576774,1.036060001,3.447480636,2.255472514,1.035436767,2.414874621
337,17031,"Cook, IL",Cook,IL,2018,5297956,324899242,61325,FALSE,TRUE,0.071534658,-0.002572661,0.068791823,3.29532983,1.008481946,3.362648688,2.260104102,1.007875301,2.355451947
261,17031,"Cook, IL",Cook,IL,2017,5311621,303987395,57231,FALSE,TRUE,0.035723981,-0.001629985,0.034029312,3.303829463,0.941156628,3.146214835,2.265933581,0.940590483,2.203845404
562,17031,"Cook, IL",Cook,IL,2016,5320293,293983344,55257,FALSE,TRUE,0.009555304,-0.000876626,0.008669055,3.309223449,0.908694445,3.042674707,2.26963305,0.908147827,2.131318115
489,17031,"Cook, IL",Cook,IL,2015,5324961,291456690,54734,FALSE,TRUE,0.052091342,0.000888683,0.053021659,3.312126946,0.900093776,3.016524293,2.271624415,0.899552332,2.113000399
706,17031,"Cook, IL",Cook,IL,2014,5320233,276781287,52024,FALSE,TRUE,0.061324411,0.003241913,0.064774074,3.309186129,0.855528165,2.864636513,2.269607454,0.855013529,2.006606779
636,17031,"Cook, IL",Cook,IL,2013,5303041,259943676,49018,FALSE,TRUE,0.01707646,0.005507591,0.022680063,3.298492701,0.806094872,2.690370269,2.262273359,0.805609972,1.8845376
779,17031,"Cook, IL",Cook,IL,2012,5273994,254178883,48195,FALSE,TRUE,0,0,0,3.280425461,0.79256074,2.630705699,2.249881931,0.792083981,1.842744049
210,39035,"Cuyahoga, OH",Cuyahoga,OH,2022,1236041,78423857,63448,FALSE,TRUE,0.018492359,-0.009430137,0.008874793,0.768817782,1.043394415,0.811672807,0.527294174,1.042766769,0.568556656
132,39035,"Cuyahoga, OH",Cuyahoga,OH,2021,1247808,77733984,62296,FALSE,TRUE,0.091992708,-0.011655233,0.079270516,0.776136858,1.024449919,0.804532746,0.532313968,1.023833669,0.56355522
55,39035,"Cuyahoga, OH",Cuyahoga,OH,2020,1262523,72024560,57048,FALSE,TRUE,0.050394948,-0.003280234,0.046958874,0.785289591,0.938147216,0.745441235,0.538591376,0.937582881,0.522163084
440,39035,"Cuyahoga, OH",Cuyahoga,OH,2019,1266678,68794068,54311,FALSE,TRUE,0.033078445,-0.002325873,0.030659768,0.787874002,0.893137594,0.712006224,0.540363896,0.892600334,0.498742688
364,39035,"Cuyahoga, OH",Cuyahoga,OH,2018,1269631,66747602,52572,FALSE,TRUE,0.035452612,-0.002144833,0.033249875,0.789710769,0.864539957,0.690825669,0.541623643,0.864019899,0.483906235
288,39035,"Cuyahoga, OH",Cuyahoga,OH,2017,1272360,64599671,50772,FALSE,TRUE,0.035698258,-0.002509484,0.03309115,0.791408208,0.834939182,0.66859497,0.542787833,0.834436931,0.468334182
589,39035,"Cuyahoga, OH",Cuyahoga,OH,2016,1275561,62530466,49022,TRUE,TRUE,0.020802532,-0.001110433,0.019675115,0.79339923,0.806160651,0.647179071,0.544153377,0.805675712,0.453332876
515,39035,"Cuyahoga, OH",Cuyahoga,OH,2015,1276979,61323911,48023,FALSE,TRUE,0.031266777,-0.000789522,0.030445366,0.794281227,0.789732221,0.634691443,0.544758295,0.789257164,0.444585603
732,39035,"Cuyahoga, OH",Cuyahoga,OH,2014,1277988,59512045,46567,FALSE,TRUE,0.044384139,0.000945346,0.045373555,0.794908825,0.765788484,0.615938956,0.545188733,0.76532783,0.431449952
661,39035,"Cuyahoga, OH",Cuyahoga,OH,2013,1276781,56928975,44588,FALSE,TRUE,-0.001299109,0.002231663,0.000933401,0.794158071,0.733244076,0.589204647,0.544673828,0.732802999,0.412723231
804,39035,"Cuyahoga, OH",Cuyahoga,OH,2012,1273938,56875887,44646,FALSE,TRUE,0,0,0,0.792389724,0.734197879,0.588655195,0.543461006,0.733756228,0.412338354
219,48113,"Dallas, TX",Dallas,TX,2022,2600840,196583986,75585,FALSE,TRUE,0.040141465,0.004979223,0.045321138,1.617723068,1.24298586,2.034608879,1.109516416,1.242238152,1.425193022
141,48113,"Dallas, TX",Dallas,TX,2021,2587954,188060854,72668,FALSE,TRUE,0.100296772,-0.008433826,0.091010561,1.609707973,1.19501616,1.946395997,1.104019258,1.194297308,1.363402087
64,48113,"Dallas, TX",Dallas,TX,2020,2609966,172373083,66044,FALSE,TRUE,0.034475197,-0.001192462,0.033236515,1.623399442,1.08608531,1.78403039,1.113409561,1.085431984,1.24966901
449,48113,"Dallas, TX",Dallas,TX,2019,2613082,166828292,63843,FALSE,TRUE,0.051779242,0.001261021,0.053111574,1.625337595,1.04989014,1.726642801,1.114738844,1.049258587,1.209470428
373,48113,"Dallas, TX",Dallas,TX,2018,2609791,158414641,60700,FALSE,TRUE,0.078210207,0.002623935,0.081048037,1.623290592,0.998203899,1.639563027,1.113334906,0.997603437,1.148473207
297,48113,"Dallas, TX",Dallas,TX,2017,2602961,146538022,56297,FALSE,TRUE,0.057022155,0.010214849,0.067804769,1.619042331,0.925797115,1.516642158,1.110421233,0.925240209,1.062370189
597,48113,"Dallas, TX",Dallas,TX,2016,2576641,137232972,53260,FALSE,TRUE,0.023679557,0.012293,0.036276073,1.602671285,0.87585403,1.420336565,1.09919314,0.875327167,0.994910512
523,48113,"Dallas, TX",Dallas,TX,2015,2545351,132428969,52028,FALSE,TRUE,0.007591603,0.014223469,0.021927472,1.583208898,0.855593945,1.370615998,1.08584485,0.855079269,0.960082489
740,48113,"Dallas, TX",Dallas,TX,2014,2509655,129587444,51636,FALSE,TRUE,0.054032538,0.013042597,0.067766694,1.561005978,0.849147554,1.341206726,1.070616963,0.848636756,0.939482023
668,48113,"Dallas, TX",Dallas,TX,2013,2477344,121363070,48989,FALSE,TRUE,0.011396247,0.010631988,0.022147677,1.540908528,0.80561797,1.256085935,1.056833114,0.805133357,0.879857022
811,48113,"Dallas, TX",Dallas,TX,2012,2451282,118733401,48437,FALSE,TRUE,0,0,0,1.524697958,0.796540399,1.228869334,1.045715084,0.796061247,0.860792469
220,48121,"Denton, TX",Denton,TX,2022,977281,72721863,74412,FALSE,FALSE,0.044965595,0.035412144,0.081973152,0.607869003,1.223696022,0.752658196,,,
142,48121,"Denton, TX",Denton,TX,2021,943857,67212262,71210,FALSE,FALSE,0.102629216,0.032300366,0.138242937,0.587079267,1.171039533,0.695634817,,,
65,48121,"Denton, TX",Denton,TX,2020,914324,59049136,64582,FALSE,FALSE,0.045117649,0.034271578,0.080942824,0.568709735,1.062042903,0.611147932,,,
450,48121,"Denton, TX",Denton,TX,2019,884027,54627437,61794,FALSE,FALSE,0.053893645,0.035050129,0.090822492,0.549864994,1.016194592,0.565384143,,,
374,48121,"Denton, TX",Denton,TX,2018,854091,50079126,58634,FALSE,FALSE,0.064137931,0.027549591,0.093463789,0.531244795,0.964228788,0.518309942,,,
298,48121,"Denton, TX",Denton,TX,2017,831192,45798614,55100,FALSE,FALSE,0,0,0,0.517001612,0.9061126,0.474007413,,,
184,17043,"DuPage, IL",DuPage,IL,2022,920901,81580608,88588,FALSE,FALSE,0.02092841,-0.005987384,0.014812129,0.57280063,1.456818567,0.844344612,,,
106,17043,"DuPage, IL",DuPage,IL,2021,926448,80389863,86772,FALSE,FALSE,0.099716111,-0.0051501,0.094051147,0.576250865,1.426954674,0.832020616,,,
29,17043,"DuPage, IL",DuPage,IL,2020,931244,73479072,78904,FALSE,FALSE,0.0476671,-0.004488782,0.042965675,0.579233979,1.297566399,0.760495172,,,
414,17043,"DuPage, IL",DuPage,IL,2019,935443,70452052,75314,FALSE,FALSE,0.042105409,-0.003981124,0.03795442,0.581845758,1.238529299,0.72916606,,,
338,17043,"DuPage, IL",DuPage,IL,2018,939182,67875863,72271,FALSE,FALSE,0.053543835,-0.001496933,0.051973706,0.584171416,1.188487545,0.702502968,,,
262,17043,"DuPage, IL",DuPage,IL,2017,940590,64522395,68598,FALSE,FALSE,0.041130403,0.000572309,0.041729552,0.585047193,1.12808552,0.667795177,,,
