,GeoFips,GeoName,county,state_id,Year,Population,Personal Income,GDP Per Capita,IsChampion,IsNBA,GDP Per Capita Growth,Population Growth,Personal Income Growth,Percent pop diff from dataset mean,Percent gdp diff from dataset mean,Percent personal income diff from dataset mean,Percent pop diff from nba mean,Percent gdp diff from nba mean,Percent personal income diff from nba mean
815,48453,"Travis, TX",Travis,TX,2012,1096149,58820477,53661,FALSE,FALSE,0,0,0,0.681804926,0.882448425,0.608781352,,,
168,6111,"Ventura, CA",Ventura,CA,2022,832605,63589878,76375,FALSE,FALSE,0.024796383,-0.008045435,0.016551176,0.517880498,1.255977311,0.658143794,,,
91,6111,"Ventura, CA",Ventura,CA,2021,839358,62554527,74527,FALSE,FALSE,0.09160283,-0.004686296,0.086482791,0.522080866,1.225587182,0.647428098,,,
14,6111,"Ventura, CA",Ventura,CA,2020,843310,57575258,68273,FALSE,FALSE,0.085662946,-0.002467483,0.082976528,0.524539011,1.122740935,0.595893559,,,
399,6111,"Ventura, CA",Ventura,CA,2019,845396,53163902,62886,FALSE,FALSE,0.051939579,-0.003411569,0.048352809,0.525836503,1.034152395,0.550236819,,,
323,6111,"Ventura, CA",Ventura,CA,2018,848290,50711842,59781,FALSE,FALSE,0.040465748,-0.001066892,0.039367882,0.527636572,0.983091059,0.524858439,,,
247,6111,"Ventura, CA",Ventura,CA,2017,849196,48791042,57456,FALSE,FALSE,0.030489992,0.001743504,0.03228663,0.528200104,0.944856725,0.504978505,,,
548,6111,"Ventura, CA",Ventura,CA,2016,847718,47265014,55756,FALSE,FALSE,0.027930901,0.001719324,0.0296999,0.527280788,0.916900438,0.489184389,,,
475,6111,"Ventura, CA",Ventura,CA,2015,846263,45901737,54241,FALSE,FALSE,0.044240802,0.004290048,0.048712018,0.526375777,0.891986453,0.475074718,,,
692,6111,"Ventura, CA",Ventura,CA,2014,842648,43769630,51943,FALSE,FALSE,0.043304477,0.005384574,0.048913676,0.524127247,0.85419613,0.453007794,,,
622,6111,"Ventura, CA",Ventura,CA,2013,838135,41728534,49787,FALSE,FALSE,0.003932086,0.00548127,0.00943481,0.52132016,0.81874098,0.431882818,,,
765,6111,"Ventura, CA",Ventura,CA,2012,833566,41338513,49592,FALSE,FALSE,0,0,0,0.51847824,0.81553423,0.427846171,,,
209,37183,"Wake, NC",Wake,NC,2022,1175021,89720755,76357,FALSE,FALSE,0.034647696,0.019667516,0.054986635,0.730863328,1.255681303,0.928593669,,,
131,37183,"Wake, NC",Wake,NC,2021,1152357,85044447,73800,FALSE,FALSE,0.122997094,0.019167142,0.14452447,0.716766315,1.213631758,0.880194722,,,
54,37183,"Wake, NC",Wake,NC,2020,1130685,74305486,65717,FALSE,FALSE,0.060961237,0.015187157,0.077085039,0.703286326,1.080707836,0.769048409,,,
439,37183,"Wake, NC",Wake,NC,2019,1113770,68987576,61941,FALSE,FALSE,0.036010571,0.018835891,0.055517893,0.692765192,1.018611988,0.714008997,,,
363,37183,"Wake, NC",Wake,NC,2018,1093179,65358983,59788,FALSE,FALSE,0.071219967,0.018433137,0.090962937,0.679957585,0.983206173,0.676453713,,,
287,37183,"Wake, NC",Wake,NC,2017,1073393,59909444,55813,FALSE,FALSE,0.027523105,0.022474779,0.050615258,0.667650689,0.917837796,0.620051965,,,
588,37183,"Wake, NC",Wake,NC,2016,1049799,57023200,54318,FALSE,FALSE,0.021283796,0.025534846,0.04735927,0.652975215,0.893252708,0.590179859,,,
514,37183,"Wake, NC",Wake,NC,2015,1023660,54444737,53186,FALSE,FALSE,0.051189817,0.02478624,0.077256769,0.636716751,0.87463711,0.56349323,,,
731,37183,"Wake, NC",Wake,NC,2014,998901,50540167,50596,FALSE,FALSE,0.048339308,0.024458158,0.073976963,0.621316648,0.832044884,0.523081634,,,
660,37183,"Wake, NC",Wake,NC,2013,975053,47058893,48263,FALSE,FALSE,-0.011510497,0.023504688,0.011726696,0.606483186,0.793678991,0.487051074,,,
803,37183,"Wake, NC",Wake,NC,2012,952661,46513444,48825,FALSE,FALSE,0,0,0,0.592555357,0.802921011,0.481405775,,,
193,26163,"Wayne, MI",Wayne,MI,2022,1757043,85232497,48509,FALSE,TRUE,-0.010202208,-0.009040801,-0.019144534,1.092881143,0.79772443,0.882141006,0.749553241,0.797244566,0.617917881
115,26163,"Wayne, MI",Wayne,MI,2021,1773073,86896082,49009,FALSE,TRUE,0.055864357,-0.008974199,0.046385368,1.102851807,0.805946868,0.899358812,0.756391627,0.805462057,0.629978526
38,26163,"Wayne, MI",Wayne,MI,2020,1789129,83044053,46416,FALSE,TRUE,0.083473389,-0.003481714,0.079706972,1.112838643,0.763305308,0.859491005,0.763241105,0.762846147,0.602052117
423,26163,"Wayne, MI",Wayne,MI,2019,1795380,76913510,42840,FALSE,TRUE,0.033958439,-0.000531082,0.033398365,1.116726766,0.704498435,0.796040988,0.765907777,0.70407465,0.557606955
347,26163,"Wayne, MI",Wayne,MI,2018,1796334,74427745,41433,FALSE,TRUE,0.053524207,0.001615334,0.055239229,1.117320154,0.681360497,0.770313767,0.766314753,0.68095063,0.539585675
271,26163,"Wayne, MI",Wayne,MI,2017,1793437,70531632,39328,FALSE,TRUE,0.008617152,0.001082334,0.00970267,1.11551822,0.646744035,0.729989699,0.765078895,0.646354991,0.511339666
572,26163,"Wayne, MI",Wayne,MI,2016,1791498,69853863,38992,FALSE,TRUE,0.024299262,0.000486981,0.024792204,1.114312161,0.641218557,0.722974912,0.764251719,0.640832837,0.506425982
499,26163,"Wayne, MI",Wayne,MI,2015,1790626,68163929,38067,FALSE,TRUE,0.056155148,-0.001059957,0.055049564,1.113769777,0.626007048,0.705484399,0.763879724,0.625630478,0.494174312
716,26163,"Wayne, MI",Wayne,MI,2014,1792526,64607324,36043,FALSE,TRUE,0.040382173,-0.002027094,0.038260529,1.114951577,0.592722621,0.668674177,0.764690263,0.592366074,0.468389665
645,26163,"Wayne, MI",Wayne,MI,2013,1796167,62226505,34644,FALSE,TRUE,-0.000692281,-0.005982917,-0.00665708,1.11721628,0.569716242,0.644033129,0.766243511,0.569373533,0.451129222
788,26163,"Wayne, MI",Wayne,MI,2012,1806978,62643528,34668,FALSE,TRUE,0,0,0,1.123940725,0.570110919,0.648349242,0.770855475,0.569767973,0.454152552
207,36119,"Westchester, NY",Westchester,NY,2022,990427,122841607,124029,FALSE,FALSE,0.034946304,-0.009183609,0.025443659,0.616045818,2.039641373,1.271388527,,,
129,36119,"Westchester, NY",Westchester,NY,2021,999607,119793619,119841,FALSE,FALSE,0.076351715,-0.001821394,0.074391435,0.62175578,1.970770238,1.239842399,,,
52,36119,"Westchester, NY",Westchester,NY,2020,1001431,111499045,111340,FALSE,FALSE,0.054525823,-0.001688723,0.052742223,0.622890308,1.830972357,1.153995051,,,
437,36119,"Westchester, NY",Westchester,NY,2019,1003125,105912960,105583,FALSE,FALSE,0.032758182,0.003340718,0.036213074,0.623943977,1.736299213,1.096180077,,,
361,36119,"Westchester, NY",Westchester,NY,2018,999785,102211565,102234,FALSE,FALSE,0.03822484,0.002675714,0.041001987,0.621866496,1.681225328,1.057871305,,,
285,36119,"Westchester, NY",Westchester,NY,2017,997117,98185754,98470,FALSE,FALSE,0.066258081,0.003358896,0.069832032,0.620206999,1.619326819,1.016204885,,,
586,36119,"Westchester, NY",Westchester,NY,2016,993779,91776794,92351,FALSE,FALSE,0.026475786,0.005414664,0.032039491,0.618130763,1.51870063,0.949873302,,,
512,36119,"Westchester, NY",Westchester,NY,2015,988427,88927599,89969,FALSE,FALSE,0.030726225,0.005547451,0.036442068,0.614801818,1.479528939,0.920384647,,,
729,36119,"Westchester, NY",Westchester,NY,2014,982974,85800839,87287,FALSE,FALSE,0.037747289,0.006354637,0.044345546,0.61141005,1.435423784,0.888023244,,,
658,36119,"Westchester, NY",Westchester,NY,2013,976767,82157519,84112,FALSE,FALSE,-0.020039146,0.009016166,-0.011211974,0.607549295,1.383211307,0.850315537,,,
801,36119,"Westchester, NY",Westchester,NY,2012,968039,83089112,85832,FALSE,FALSE,0,0,0,0.602120477,1.411496492,0.859957357,,,
190,25027,"Worcester, MA",Worcester,MA,2022,862927,55942537,64829,FALSE,FALSE,0.005459311,0.000922133,0.006383517,0.536740789,1.066104787,0.578995191,,,
112,25027,"Worcester, MA",Worcester,MA,2021,862132,55587692,64477,FALSE,FALSE,0.05205019,0.002819562,0.055012043,0.536246299,1.060316191,0.575322609,,,
35,25027,"Worcester, MA",Worcester,MA,2020,859708,52689154,61287,FALSE,FALSE,0.086803093,0.00069374,0.087565339,0.53473857,1.00785704,0.545323262,,,
420,25027,"Worcester, MA",Worcester,MA,2019,859112,48446886,56392,FALSE,FALSE,0.04462516,0.00463428,0.049454197,0.534367858,0.927359378,0.501416552,,,
344,25027,"Worcester, MA",Worcester,MA,2018,855149,46163888,53983,FALSE,FALSE,0.033444368,0.007456233,0.041166597,0.531902871,0.887743675,0.477787933,,,
268,25027,"Worcester, MA",Worcester,MA,2017,848820,44338618,52236,FALSE,FALSE,0.023833791,0.01018011,0.034257428,0.527966232,0.859014479,0.458896717,,,
569,25027,"Worcester, MA",Worcester,MA,2016,840266,42870002,51020,FALSE,FALSE,0.026662642,0.006295741,0.033120313,0.522645642,0.839017511,0.443696806,,,
496,25027,"Worcester, MA",Worcester,MA,2015,835009,41495653,49695,FALSE,FALSE,0.043771397,0.007198679,0.051274242,0.519375787,0.817228052,0.429472541,,,
713,25027,"Worcester, MA",Worcester,MA,2014,829041,39471768,47611,FALSE,FALSE,0,0,0,0.515663689,0.782956933,0.408525696,,,
