Year,Player,Pos,Age,Tm,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM
2016,Darren Collison,PG,28,SAC,15.9,0.591,4.1,21.7,1.6,0.1,12.9,19.2,5.2,0.1
2016,Tim Duncan*,C,39,SAS,16.9,0.523,16.6,15.3,1.6,3.9,15.3,17.6,5.2,3
2016,Nikola Vučević,C,25,ORL,21.1,0.531,15.7,15.9,1.3,2.8,10,26.8,5.2,1.9
2016,Nicolas Batum,SF,27,CHO,15.6,0.546,9.6,26.9,1.3,1.4,17.6,21.4,5,1.2
2016,Kyrie Irving,PG,23,CLE,19.9,0.54,5.3,26.6,1.7,0.9,11.4,29.5,5,2.3
2016,Harrison Barnes,SF,23,GSW,12.3,0.559,8.6,7.8,1,0.4,7.6,15.9,4.9,-1.3
2016,Victor Oladipo,SG,23,ORL,16.7,0.534,8,18.6,2.4,1.9,12.4,22.9,4.9,1.7
2016,Dwyane Wade*,SG,34,MIA,20.3,0.517,7.6,27.4,1.8,1.4,13,31.6,4.9,1.9
2016,Avery Bradley,SG,25,BOS,13.2,0.538,4.6,9.8,2.2,0.6,9.2,19.8,4.8,-0.1
2016,Patty Mills,PG,27,SAS,14.6,0.541,5.4,20.1,1.8,0.3,10.7,19.7,4.8,1.5
2016,Jared Sullinger,PF,23,BOS,16.7,0.476,18.7,15.5,1.9,1.9,10.4,21.8,4.8,0.6
2016,Goran Dragić,PG,29,MIA,15.5,0.537,6.6,28.7,1.5,0.6,16.3,21.9,4.7,-0.4
2016,Lou Williams,SG,29,LAL,17.7,0.584,4.8,15.1,1.6,0.8,10.8,22.8,4.7,1.3
2016,Jared Dudley,PF,30,WAS,11.7,0.602,7.6,11.4,1.7,0.7,13.1,12.7,4.6,-0.1
2016,Shaun Livingston,PG,30,GSW,13.8,0.581,6,21,1.8,1.3,15.7,14.2,4.6,0.3
2016,Rajon Rondo,PG,29,SAC,16.9,0.506,9.3,48,2.7,0.3,24.7,18.8,4.6,1
2016,Thabo Sefolosha,SF,31,ATL,12.4,0.578,10.4,8.8,2.4,1.7,14.1,12.3,4.5,0.8
2016,Patrick Beverley,PG,27,HOU,13,0.553,6.8,17.9,2.3,1.1,12.6,15.3,4.4,0.2
2016,Clint Capela,C,21,HOU,18.3,0.553,18.5,5.1,2,5.2,10.9,16.1,4.4,-0.4
2016,Andre Iguodala,SF,32,GSW,12.2,0.565,8.2,16.3,2,0.8,16.3,12.1,4.4,1.1
2016,Ersan İlyasova,PF,28,TOT,14.2,0.526,11.7,5.6,1.4,1.4,8.9,18.6,4.4,-0.2
2016,Kristaps Porziņģis,PF,20,NYK,17.7,0.518,14,7.9,1.3,5,10.9,24.6,4.4,0.9
2016,Will Barton,SG,25,DEN,16,0.535,11.2,14.4,1.5,1.3,11.2,23,4.3,0.8
2016,Trevor Booker,PF,28,UTA,14.4,0.533,16.2,8.2,1.9,2.1,15.7,14.6,4.3,0
2016,Allen Crabbe,SG,23,POR,12.2,0.572,5.6,7.2,1.5,0.6,8.1,16.4,4.3,-1
2016,Monta Ellis,SG,30,IND,13.7,0.504,5.4,22.2,2.7,1.1,15.4,21.2,4.3,0.1
2016,Chandler Parsons,SF,27,DAL,16.2,0.589,8.7,16,1.3,1,11.8,20.5,4.3,2
2016,Zach Randolph,PF,34,MEM,18.3,0.519,15,12.9,1.1,0.6,9.5,24.6,4.3,-0.3
2016,Danny Green,SG,28,SAS,10.5,0.492,8.4,9.3,2,2.4,11.4,14.6,4.2,1.1
2016,Brandon Bass,PF,30,LAL,17.3,0.619,11.4,9.2,1.2,3.2,9.9,13.9,4.1,0.6
2016,Aron Baynes,C,29,DET,17.8,0.563,17,6.6,0.9,3.2,12.8,18.5,4.1,-0.2
2016,Kent Bazemore,SF,26,ATL,13.4,0.551,9.9,12.7,2.3,1.4,14.8,20,4.1,0.3
2016,Kyle Korver,SG,34,ATL,9.7,0.578,5.9,9.9,1.2,1.1,13.3,13.7,4.1,-1
2016,Kelly Olynyk,C,24,BOS,16.3,0.561,10.7,11.9,1.8,1.8,10.8,20.9,4.1,1.9
2016,Andrew Wiggins,SF,20,MIN,16.5,0.543,5.9,10.1,1.4,1.3,10.6,27.2,4.1,-1.3
2016,Thaddeus Young,PF,27,BRK,17.5,0.533,15.4,9.6,2.3,1.2,11.6,21.6,4.1,0
2016,Al-Farouq Aminu,SF,25,POR,12.7,0.533,11.5,8.8,1.5,1.8,13.2,16.9,4,0.1
2016,José Calderón,PG,34,NYK,12.3,0.571,6.2,22.3,1.6,0.3,15.4,12.6,4,-0.6
2016,Gary Harris,SG,21,DEN,12.7,0.566,5,9.5,2,0.6,10.6,16.5,4,-0.9
2016,Evan Turner,SG,27,BOS,13.6,0.513,9.3,23.9,1.7,1,16.9,18.8,4,0
2016,Ryan Anderson,PF,27,NOP,17.2,0.546,10.9,6.1,0.9,1,8,24.7,3.9,-0.2
2016,Jordan Hill,C,28,IND,16.4,0.534,16.3,9.5,1.2,2,13.2,20.3,3.9,-0.7
2016,Courtney Lee,SG,30,TOT,11.5,0.551,4.9,9.1,1.9,1.1,9.4,14.7,3.9,-1
2016,Nikola Mirotić,PF,24,CHI,15.6,0.564,11.6,9.4,1.8,2,12.9,21.1,3.9,1.5
2016,Willie Cauley-Stein,C,22,SAC,15.3,0.588,13.5,3.8,1.6,3.8,10.5,13.2,3.8,-0.8
2016,Mario Chalmers,PG,29,TOT,17.3,0.561,6.5,26.6,3.3,0.9,16.4,21.9,3.8,1.3
2016,Tyson Chandler,C,33,PHO,14.7,0.606,19.3,6,1.1,2.2,19.3,12.7,3.8,-1.1
2016,Matthew Dellavedova,PG,25,CLE,11.3,0.527,4.9,26.2,1.2,0.4,17.7,15.9,3.8,-1.2
2016,Boris Diaw,PF,33,SAS,14,0.582,9.6,18.4,1,1.2,18.9,17,3.8,0.8
2016,Rudy Gay,SF,29,SAC,15.5,0.538,10.4,8,2,1.7,11.1,22.4,3.8,-0.3
2016,Manu Ginóbili*,SG,38,SAS,17.8,0.573,7.3,23.6,3,0.8,17,23.6,3.8,3.6
2016,Blake Griffin,PF,26,LAC,22.1,0.544,13.7,27.2,1.2,1.1,10.8,29.8,3.8,4.5
2016,Ramon Sessions,PG,29,WAS,15.9,0.565,6.8,22,1.3,0.2,13.8,21.8,3.8,-0.3
2016,Mirza Teletović,PF,30,PHO,16.2,0.571,9.7,9.1,0.9,1,9,23.4,3.8,1.3
2016,Lavoy Allen,PF,26,IND,12.4,0.532,14.5,7.1,0.8,2.1,14.6,13,3.7,-1.6
2016,Marc Gasol,C,31,MEM,17.7,0.528,11.5,18.9,1.4,3.6,12.7,23.4,3.7,1.7
2016,Wesley Matthews,SF,29,DAL,10.9,0.532,4.9,8.9,1.5,0.5,7.8,17.2,3.7,-1
2016,Timofey Mozgov,C,29,CLE,14.6,0.593,14.4,3.9,0.9,3.5,15,16.1,3.7,-1.4
2016,Deron Williams,PG,31,DAL,14.6,0.53,5,29.3,1.5,0.6,14.8,22,3.7,-0.3
2016,Omri Casspi,PF,27,SAC,13.9,0.587,11.8,7.5,1.4,0.7,12,17.8,3.6,0.1
2016,Jabari Parker,PF,20,MIL,14.8,0.535,9.4,8.9,1.5,1,10.4,20.9,3.6,-2
2016,Patrick Patterson,PF,26,TOR,10.6,0.534,9.7,7.1,1.4,1.3,11.3,12.9,3.6,-0.1
2016,Terrence Ross,SF,24,TOR,12.9,0.551,6.1,5.3,1.6,1.2,6.6,18.2,3.6,0.3
2016,Derrick Williams,SF,24,NYK,17.2,0.55,11.3,8.9,1,0.5,8.3,23.3,3.6,0.3
2016,Cole Aldrich,C,27,LAC,21.3,0.626,19.6,10,2.9,6.7,19.6,18.4,3.5,2.4
2016,Kyle Anderson,SF,22,SAS,12.9,0.528,11.2,13.7,2.5,1.8,15.1,14.4,3.5,1.4
2016,Cory Joseph,SG,24,TOR,12.4,0.512,5.9,19.3,1.6,0.8,13.4,17,3.5,-1.2
2016,Kosta Koufos,C,26,SAC,15.1,0.54,15.4,3.3,1.3,3.8,8.9,15.4,3.5,-2
2016,Jeremy Lin,SG,27,CHO,13.8,0.534,6.8,18.6,1.4,1.7,14.9,22.2,3.5,-0.9
2016,P.J. Tucker,SF,30,PHO,10.8,0.506,10.9,10.2,2,0.6,14.7,12.7,3.5,-1.2
2016,Jrue Holiday,PG,25,NOP,19.7,0.529,5.9,37.3,2.4,1,14,28.9,3.4,2.1
2016,Boban Marjanović,C,27,SAS,27.7,0.662,21.7,6.6,1.2,3.5,11.5,22.8,3.4,4.3
2016,Andre Roberson,SG,24,OKC,10.2,0.566,8.8,4,1.7,2,10.5,9.1,3.4,0.5
2016,Jamal Crawford,SG,35,LAC,14,0.529,3.7,14,1.2,0.4,9.6,24.9,3.3,-1.4
2016,Langston Galloway,PG,24,NYK,11.7,0.49,7.7,15.7,1.9,0.8,8.7,15.6,3.3,-1
2016,Frank Kaminsky,C,22,CHO,12.5,0.513,10.7,9,1.1,2,8.9,17.1,3.3,-0.8
2016,Luis Scola,PF,35,TOR,13.6,0.523,12.6,6.8,1.5,1.4,9.7,19.5,3.3,-1.1
2016,Mike Scott,PF,27,ATL,14,0.575,9.8,10.5,1.1,1.2,9.4,17.4,3.2,-0.1
2016,Jeff Green,SF,29,TOT,13,0.51,8.3,10,1.3,1.5,9.2,20.2,3.1,-1.8
2016,C.J. Miles,SF,28,IND,14,0.547,6.5,7,1.8,1.6,9.2,22.8,3.1,0.5
2016,Dwight Powell,PF,24,DAL,16.8,0.557,15.1,7.2,1.8,2,10,18.4,3.1,0.1
2016,Myles Turner,C,19,IND,15.4,0.531,13.3,5,0.9,5.1,10.3,20.9,3.1,-1.6
2016,Channing Frye,PF-C,32,TOT,12.9,0.586,10.9,8.7,1.2,1.9,10.6,15.1,3,0.8
2016,David Lee,PF,32,TOT,19.6,0.568,18.3,15.5,1.2,2.5,14.9,21.5,3,1.3
2016,Nerlens Noel,C,21,PHI,16.2,0.544,15,10.5,2.9,3.9,18.7,18.8,3,-0.2
2016,Maurice Harkless,SF,22,POR,13.3,0.541,10.4,6.9,1.7,1.9,11.9,15.6,2.9,-0.5
2016,Marcus Smart,PG,21,BOS,11.3,0.463,8.1,15.8,2.7,0.8,11.7,17.4,2.9,-1
2016,J.J. Barea,PG,31,DAL,15.4,0.536,5,31.5,0.8,0.1,13,23.8,2.8,0
2016,Al Jefferson,C,31,CHO,18.2,0.507,15,11.8,1.4,3,5.8,24.2,2.8,-0.5
2016,Doug McDermott,SF,24,CHI,10.9,0.561,5.5,5,0.4,0.2,7.2,17.3,2.8,-2.9
2016,Anthony Tolliver,PF,30,DET,10.2,0.543,9.3,5.6,1,0.9,7.4,12.4,2.8,0.4
2016,Arron Afflalo,SG,30,NYK,10.9,0.531,6.1,9.9,0.5,0.3,8.7,17.9,2.7,-2.9
2016,Bradley Beal,SG,22,WAS,15.5,0.547,6.2,15.6,1.5,0.5,11.3,25.3,2.7,0.3
2016,Festus Ezeli,C,26,GSW,17.7,0.559,18,5.8,1.1,4.8,11.7,18.2,2.7,-0.1
2016,Raymond Felton,PG,31,DAL,11.9,0.502,6.5,20.3,1.6,0.6,13.7,18.4,2.7,-1.6
2016,Nenê,PF,33,WAS,16.8,0.564,13.2,14.1,2.4,1.9,14,21.6,2.7,0.4
2016,Richard Jefferson,SF,35,CLE,9.7,0.585,5.5,6.4,1.3,0.9,10.9,13.4,2.7,-1.2
2016,Joe Johnson,SF,34,TOT,12,0.538,6.1,18,1.1,0.1,14.7,17.9,2.7,-1.9
2016,Jeremy Lamb,SG,23,CHO,15.9,0.529,11.2,10.9,1.7,2,8.4,22,2.7,0.8
2016,Jon Leuer,PF,26,PHO,16.2,0.555,16.1,9.6,1.5,2,12.8,19.8,2.7,0
2016,Shabazz Muhammad,SF,23,MIN,15.2,0.548,9.2,5.2,0.7,0.3,8.2,22.8,2.7,-2.5
2016,Garrett Temple,SF,29,WAS,9.3,0.52,6.1,10,1.7,0.7,10.3,14,2.7,-2.1
2016,D.J. Augustin,PG,28,TOT,13.9,0.575,4.4,25.3,1.6,0.3,17.1,18,2.6,-0.4
2016,Matt Barnes,SF,35,MEM,11.7,0.503,10.9,11.6,1.8,2.4,13.8,17.9,2.6,-0.9
2016,JaMychal Green,PF,25,MEM,14.6,0.52,14.7,7.7,1.6,2.1,13,19.8,2.6,-2.5
2016,Wesley Johnson,SF,28,LAC,11,0.513,8.1,4.4,2.7,2.6,9.2,16,2.6,-0.2
2016,Zach LaVine,SG,20,MIN,14.3,0.548,5.8,18.6,1.5,0.6,12.9,23.5,2.6,-1.5
2016,Quincy Acy,PF,25,SAC,14.7,0.629,11.6,4.4,1.6,2.2,10,13.1,2.5,-0.1
2016,Eric Bledsoe,PG,26,PHO,20,0.557,6.4,31.8,2.9,1.5,16.2,27.2,2.5,3.3
2016,Toney Douglas,PG,29,NOP,14.7,0.543,6.3,19.1,2.8,0.3,11.6,19.4,2.5,0
2016,Devin Harris,PG,32,DAL,13.1,0.559,5.9,14.5,2.4,0.8,13.2,17.9,2.5,0.1
2016,Josh Richardson,SG,22,MIA,11.4,0.569,5.5,9.7,1.7,1.7,10.5,13.8,2.5,-0.4
2016,Justise Winslow,SF,19,MIA,8.4,0.489,10.2,7.4,1.6,0.9,15.6,12.5,2.5,-2.6
2016,Tony Allen,SG,34,MEM,12.9,0.505,10.4,6.9,3.5,1,12.8,16.8,2.4,-1
2016,Jerryd Bayless,SG,27,MIL,12.4,0.568,5.4,16.2,1.6,0.6,13.3,16.4,2.4,-0.8
2016,Dewayne Dedmon,C,26,ORL,17,0.606,17.9,2.7,1.6,5.4,13.2,15.2,2.4,-0.9
2016,Jonas Jerebko,PF,28,BOS,10.3,0.531,13,7.4,0.8,1.6,14,13.5,2.4,-2
2016,Amar'e Stoudemire,C,33,MIA,17.3,0.599,16.5,5.6,1.2,4.1,15.8,17.8,2.4,-0.6
2016,Darrell Arthur,PF,27,DEN,12.5,0.514,10.7,10,1.8,2.6,11.4,16.7,2.3,-0.8
2016,John Henson,C,25,MIL,18.6,0.58,13.2,9,1,9.7,15.7,19.1,2.3,0.2
2016,Joe Ingles,SF,28,UTA,10.3,0.572,7.1,12.1,2.3,0.3,17.9,13.5,2.3,0.2
2016,Joffrey Lauvergne,C,24,DEN,15.7,0.567,15.4,9.1,0.6,1.2,11.6,19.5,2.3,-1.6
2016,Trey Lyles,PF,20,UTA,11.6,0.517,12.6,7.1,1,1.1,12.1,17.9,2.3,-1.8
2016,Jeff Withey,C,25,UTA,17.7,0.577,15.4,5,1.7,6.8,13,15.1,2.3,1
2016,Roy Hibbert,C,29,LAL,11.2,0.507,11.4,8,0.9,4.6,13.8,12.9,2.2,-3.2
2016,Meyers Leonard,PF,23,POR,11.3,0.561,12.8,10.6,0.3,1.1,14.5,17.4,2.2,-1.7
2016,Larry Nance Jr.,PF,23,LAL,13.4,0.544,13.3,5.7,2.1,1.4,11.3,12.6,2.2,-1.5
2016,Elfrid Payton,PG,21,ORL,13.9,0.478,6.7,32.8,2.1,0.8,17.9,20.4,2.2,-1.2
2016,Miles Plumlee,C,27,MIL,17.4,0.606,15.2,2.9,1.2,4.9,13.4,15.5,2.2,-1.5
2016,Dennis Schröder,PG,22,ATL,15.5,0.51,6.9,36.1,2.1,0.4,17.5,28.8,2.2,-0.8
2016,Lance Stephenson,SF,25,TOT,13.5,0.548,9.1,16.2,1.6,0.6,15.2,20.2,2.2,-1.2
2016,T.J. Warren,SF,22,PHO,15.7,0.549,7.5,7.2,1.7,1.2,6.4,19.9,2.2,-0.5
2016,Leandro Barbosa,SG,33,GSW,11.7,0.545,5.8,10.6,2,0.7,11.8,18.1,2.1,-2
2016,Trey Burke,PG,23,UTA,14,0.507,4.8,19.7,1.4,0.4,10.7,25.3,2.1,-0.5
2016,Jordan Clarkson,SG,23,LAL,14.3,0.516,6.6,13.8,1.7,0.2,10.2,22.8,2.1,-1.6
2016,Dante Cunningham,SF,28,NOP,8.6,0.54,6.6,5.6,1.1,1.4,8.4,11,2.1,-2.8
2016,Eric Gordon,SG,27,NOP,13.5,0.565,3.7,12.7,1.4,0.8,10.7,20.3,2.1,-0.1
2016,Jerami Grant,PF,21,PHI,12.6,0.506,9.5,10.4,1.3,4.7,12.9,18,2.1,-1.7
2016,Solomon Hill,SF,24,IND,12.2,0.543,10.5,9.6,2.1,1,12.7,13.2,2.1,0.1
2016,Carl Landry,PF,32,PHI,22.4,0.605,14,11.1,1,1.2,7.1,24,2.1,1.2
2016,Dion Waiters,SG,24,OKC,9.4,0.492,5.1,10,1.9,0.5,13.4,17.7,2.1,-2.8
2016,Robert Covington,SF,25,PHI,13.2,0.543,12,8.4,2.7,1.6,15.3,21.5,2,-0.9
2016,Gerald Henderson,SG,28,POR,12.9,0.526,8,8.2,1.4,1,10.3,20.2,2,-1.8
2016,Tyler Johnson,SG,23,MIA,13.8,0.579,7.2,13.9,1.4,1.2,14.8,16.8,2,0.7
2016,Brandon Rush,SG,30,GSW,10.1,0.56,9.2,7,0.9,1.6,10.8,12.5,2,-0.8
2016,Jonathon Simmons,SG,26,SAS,11.9,0.586,6.7,10.4,1.5,0.5,15.8,18.9,2,-2.7
2016,Donald Sloan,PG,28,BRK,13.9,0.536,7.4,30,1.2,0.2,16.8,16.1,2,-1.7
2016,Rodney Stuckey,PG,29,IND,12.6,0.504,6.7,17.2,1.7,0.5,12.9,20.3,2,-1.4
2016,Nemanja Bjelica,PF,27,MIN,11.2,0.594,11.4,11.4,1.2,1.6,15.3,12.8,1.9,-0.7
2016,Devin Booker,SG,19,PHO,11.9,0.535,4.8,15.8,1,0.8,14,23,1.9,-2.8
2016,Alonzo Gee,SF,28,NOP,8.4,0.572,8.3,6.2,1.9,0.7,16.2,9.2,1.9,-2.6
2016,Tim Hardaway Jr.,SG,23,ATL,11.7,0.563,5.4,8.9,1.2,0.6,7.4,16.2,1.9,-0.9
2016,Spencer Hawes,PF,27,CHO,12.4,0.508,12.9,16.3,1.1,2.1,14.8,17.1,1.9,-0.6
2016,T.J. McConnell,PG,23,PHI,14.5,0.511,8.5,37.2,2.9,0.5,22.5,17,1.9,-1.2
2016,Anthony Morrow,SG,30,OKC,10.7,0.543,3.6,3.7,1.2,0.4,4.6,16.9,1.9,-1.1
2016,Austin Rivers,SG,23,LAC,11.1,0.523,4.8,10.6,1.6,0.5,9.7,19.4,1.9,-2.7
2016,Vince Carter,SG,39,MEM,12.7,0.52,8.3,8.9,1.9,1.5,8.4,18.5,1.8,-1
2016,E'Twaun Moore,SG,26,CHI,11.4,0.548,5.5,12.1,1.5,1,11.6,15.9,1.8,-1.9
2016,Raul Neto,PG,23,UTA,10.2,0.53,4.7,18.7,2.2,0.1,19.5,17.2,1.8,-2
2016,Jason Smith,C,29,ORL,14.6,0.513,10.3,8.6,1.4,4.6,9.7,22.1,1.8,-2.2
2016,Marreese Speights,C,28,GSW,17.1,0.506,15.5,11.4,1.1,3,11.5,29.7,1.8,-3.7
2016,Ömer Aşık,C,29,NOP,11,0.551,19.5,3.1,0.9,1.6,19.7,11.4,1.7,-3.8
2016,Gerald Green,SG,30,MIA,10.1,0.491,5.9,5.6,1.3,0.9,6.8,19.8,1.7,-3.1
2016,Brandon Knight,SG,24,PHO,14.7,0.522,5.9,24.4,1.6,0.9,15.4,26.2,1.7,-0.6
2016,Iman Shumpert,SG,25,CLE,8.4,0.475,8.7,9.8,2.1,1.2,14.8,13.2,1.7,-1.5
2016,Tiago Splitter,C,31,ATL,13.7,0.571,11.3,7.9,1.7,1.6,12,15.5,1.7,-1.7
2016,Lance Thomas,PF,27,NYK,10.4,0.557,5.4,6.4,0.9,0.4,11.6,16.9,1.7,-3.2
2016,Marcus Thornton,SG,28,TOT,14.7,0.511,7.5,12.9,2.1,0.3,8.1,24.4,1.7,-0.5
2016,Tyler Zeller,C,26,BOS,15.4,0.539,13.3,6.6,0.7,2.4,12,23,1.7,-3.3
2016,Kris Humphries,PF,30,TOT,13.1,0.517,14.4,6.6,0.9,2.2,10.3,19.5,1.6,-2
2016,Luc Mbah a Moute,PF,29,LAC,7.3,0.498,7.3,3.3,1.7,1.2,12.8,9.4,1.6,-2.6
2016,Mike Muscala,C,24,ATL,13.6,0.576,11.3,9.1,1.1,3.8,13.8,15.5,1.6,-0.9
2016,Andrew Nicholson,PF,26,ORL,14.8,0.567,13.5,4.8,0.6,2.2,10.8,20.4,1.6,-1.1
2016,Kyle O'Quinn,PF,25,NYK,17.5,0.52,17.9,15.9,1.3,4.9,17,21.2,1.6,0.4
2016,Norman Powell,SG,22,TOR,13.3,0.541,8.8,10.4,2.1,1.1,11.3,17.8,1.6,-0.3
2016,Julius Randle,PF,21,LAL,13.9,0.482,19.5,11,1.2,1,13.5,21.2,1.6,-3.2
2016,Jason Thompson,C,29,TOT,14.2,0.558,15.9,8.5,1.3,3.3,10.2,13.9,1.6,-0.8
2016,Alec Burks,SG,24,UTA,14.3,0.52,8,13.9,1.2,0.4,11.4,25.9,1.5,-0.4
2016,Richaun Holmes,PF,22,PHI,15.9,0.564,10.5,8,1.3,4.3,11.2,17.9,1.5,-1.5
2016,Brandon Jennings,PG,26,TOT,13.7,0.491,6.1,29.2,1.7,0.7,14.4,20,1.5,-0.4
2016,Terrence Jones,PF,24,HOU,13.5,0.519,11.1,6.3,1.1,3.1,10.5,19.3,1.5,-2.1
2016,Bobby Portis,PF,20,CHI,13.8,0.469,16.1,7.5,1.1,1.5,10.4,20.7,1.5,-3.3
2016,Pablo Prigioni,PG,38,LAC,10.2,0.482,7.5,21.8,3.2,0.1,24.6,11,1.5,-0.4
2016,Jason Terry,SG,38,HOU,10.2,0.54,3.5,12.4,1.8,0.6,11.1,15,1.5,-1.6
2016,Chase Budinger,SF,27,TOT,10.7,0.514,8.8,10.2,1.7,0.9,14.3,14.5,1.4,-1.3
2016,Isaiah Canaan,SG,24,PHI,11.1,0.528,4.8,11.3,1.4,0.5,10.2,19.9,1.4,-2.4
2016,Seth Curry,PG,25,SAC,13.8,0.603,4.7,14.2,1.5,0.4,12.7,17.4,1.4,-0.2
2016,Tyreke Evans,SG,26,NOP,17.9,0.534,9.3,34.6,2.1,0.9,17.1,24.7,1.4,1.7
2016,Shane Larkin,PG,23,BRK,13.3,0.515,5.8,29.3,2.7,0.6,21,17.7,1.4,-2
2016,Gary Neal,SG,31,WAS,13.5,0.558,5.8,9.2,1.2,0.1,7.7,20.5,1.4,-1.5
2016,Cameron Payne,PG,21,OKC,12.9,0.49,6.6,22.5,2.6,0.7,13.2,20.3,1.4,-0.7
2016,Ronnie Price,PG,32,PHO,9.6,0.517,4.4,17.9,3,0.9,17.9,13.7,1.4,-1.8
2016,Chris Andersen,C,37,TOT,15.3,0.598,13.9,4.4,1.9,2.9,9.3,10.8,1.3,0.7
2016,Rasual Butler,SF,36,SAS,13.4,0.558,7.4,7.7,1.5,4.1,6.7,12.6,1.3,2.9
2016,James Johnson,PF,28,TOR,11.4,0.532,7.8,11.4,1.6,2.9,16.7,15.9,1.3,-1
2016,Alex Len,C,22,PHO,12.4,0.482,17.7,8.5,1,2.8,16.6,20.4,1.3,-4.3
2016,Shelvin Mack,PG,25,TOT,13.6,0.507,7,30.6,1.7,0.2,17.7,23.3,1.3,-1.6
2016,Salah Mejri,C,29,DAL,16.8,0.636,17,3.9,1,7.6,19,14,1.3,0.2
2016,Ish Smith,PG,27,TOT,14.9,0.465,7.5,38.3,1.9,0.8,14.4,23.9,1.3,-1.6
2016,Corey Brewer,SF,29,HOU,9.9,0.481,6.6,10,2.5,0.9,11.3,17.8,1.2,-2.9
2016,Reggie Bullock,SF,24,DET,12,0.583,8.6,9.2,1.2,0.4,7.1,11.4,1.2,0.8
2016,DeMarre Carroll,SF,29,TOR,11.9,0.49,8.9,5.5,2.9,0.6,8.8,18.5,1.2,0.3
2016,Michael Carter-Williams,PG,24,MIL,13.9,0.497,9.6,26.6,2.5,2.1,19.6,21.3,1.2,-0.7
2016,Cristiano Felício,C,23,CHI,17.6,0.601,16.7,12.1,0.9,3,12.9,13.7,1.2,0.3
2016,Rondae Hollis-Jefferson,SF,21,BRK,14.2,0.519,14.1,10.1,3.2,2.1,13.9,13.5,1.2,0.8
2016,James Jones,SF,35,CLE,11.6,0.58,6.1,4.5,1.2,1.8,7.8,16.2,1.2,-0.3
2016,Kevin Martin,SG,32,TOT,11.5,0.52,5.8,8.2,1.2,0.2,9.8,22.6,1.2,-3.2
2016,Jahlil Okafor,C,20,PHI,17.1,0.536,12.8,8.2,0.7,2.9,12.5,27.3,1.2,-2.3
2016,Willie Reed,C,25,BRK,19.2,0.579,16.1,3.8,0.7,5.7,9.2,18.1,1.2,-0.5
2016,Hollis Thompson,SG,24,PHI,9.2,0.525,6.9,7.4,0.8,0.8,9.5,16.2,1.2,-3.4
2016,Noah Vonleh,PF,20,POR,8.6,0.471,14.1,3.7,1.2,1.7,14.3,13,1.2,-4.2
2016,Justin Anderson,SF,22,DAL,12.3,0.522,11.2,6.8,1.5,3.2,10.8,15.8,1.1,0.3
2016,Luke Babbitt,SF,26,NOP,11.6,0.526,9.7,9.6,0.6,0.7,6.9,17.5,1.1,-2.5
2016,Steve Blake,PG,35,DET,9.8,0.51,4.9,29.5,1.2,0.4,24.6,14.6,1.1,-2.4
2016,Troy Daniels,SG,24,CHO,14.9,0.634,6.5,7.6,1.2,0.5,11.2,20.4,1.1,0.7
2016,Kevin Garnett*,PF,39,MIN,12.3,0.491,15.7,16.4,2.5,1.5,11.4,11.3,1.1,1.5
2016,Chris Johnson,SF,25,UTA,8.2,0.482,9,8,2,2,15.8,13.6,1.1,-2
2016,JaVale McGee,C,28,DAL,19.9,0.574,19.7,1.5,0.7,5.9,12.3,21.1,1.1,-0.3
2016,Joakim Noah,C,30,CHI,14.1,0.406,21.1,24.2,1.4,3.3,25.4,14.2,1.1,1.6
2016,Kyle Singler,SF,27,OKC,6.6,0.481,7.9,3.2,1.5,0.7,11.7,11.9,1.1,-3.2
2016,Sasha Vujačić,SG,31,NYK,11.1,0.503,9,14.3,1.9,0.4,13,16.8,1.1,-1.2
2016,Mo Williams,PG,33,CLE,12.4,0.527,5.4,21.1,1,0.5,15.1,22.8,1.1,-1.5
2016,Alexis Ajinça,C,27,NOP,13.8,0.514,17.3,5.8,1.1,3.4,13.6,20.4,1,-4
2016,Michael Beasley,PF,27,HOU,22.5,0.563,14.9,9.1,1.5,2.1,9.6,29.7,1,0.9
2016,Tim Frazier,PG,25,TOT,13.9,0.499,8.2,33.3,2.2,0.2,19.9,19.4,1,-2
2016,Tyler Hansbrough,PF,30,CHO,12.5,0.522,14.2,3.5,1.8,1.7,10.8,14.7,1,-3.8
2016,Ryan Hollins,C,31,TOT,12.3,0.636,12.1,3.3,0.7,4.2,19.8,11.8,1,-3.7
2016,Sean Kilpatrick,SG,26,TOT,15.6,0.576,5.1,8,1,0.3,9.4,23.8,1,-2.2
2016,Andre Miller,PG,39,TOT,13.4,0.6,6.4,28.3,1.8,0,23.6,15.4,1,-1.9
2016,Brian Roberts,PG,30,TOT,13.8,0.552,4.8,18.6,1.1,0.3,11,19.8,1,-1.6
2016,Anderson Varejão,C,33,TOT,11.1,0.473,15.8,9.8,1.6,1.6,13.1,15,1,-2.9
2016,Bojan Bogdanović,SF,26,BRK,10.7,0.55,6.8,7.3,0.7,0.2,12.5,19.4,0.9,-3.5
2016,Aaron Brooks,PG,31,CHI,11.8,0.494,4.8,26,1.4,0.7,14.2,22.9,0.9,-2.6
2016,Ian Clark,SG,24,GSW,11.5,0.544,6.3,15.3,1.4,1.7,16.5,19.5,0.9,-1.9
2016,Mike Dunleavy,SF,35,CHI,9.1,0.543,6.2,8.1,1,1,11.3,14.4,0.9,-3.5
