Year,Player,Pos,Age,Tm,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM
2022,Nikola Jokić,C,26,DEN,32.8,0.661,23,42.6,2.2,2.3,15.6,31.9,15.2,13.7
2022,Giannis Antetokounmpo,PF,27,MIL,32.1,0.633,18.7,31.7,1.6,4,12.2,34.9,12.9,11.2
2022,Joel Embiid,C,27,PHI,31.2,0.616,19.4,23.5,1.7,3.9,11.3,37.2,12,9.2
2022,Rudy Gobert,C,29,UTA,24.7,0.732,25,5.1,1,5.7,14.5,16.9,11.7,4.6
2022,Karl-Anthony Towns,C,26,MIN,24.1,0.64,15.7,18,1.4,3.2,13.7,27.8,10.3,5
2022,Trae Young,PG,23,ATL,25.4,0.603,5.9,46.7,1.3,0.2,14.5,34.4,10,5.2
2022,Robert Williams,C,24,BOS,22.1,0.745,17.6,9.7,1.5,6.8,13.4,11.5,9.9,5.5
2022,Jayson Tatum,SF,23,BOS,21.8,0.578,12.1,21.1,1.4,1.6,10.9,32.1,9.6,5
2022,Chris Paul,PG,36,PHO,20.8,0.581,7.1,44.5,2.7,0.8,15.6,19.7,9.4,5.4
2022,Jimmy Butler,SF,32,MIA,23.6,0.592,9.9,26.4,2.4,1.5,10.5,26.5,9.2,6.3
2022,Mikal Bridges,SF,25,PHO,14.4,0.627,6.5,8.7,1.6,1.1,6.8,15,8.9,1.6
2022,DeMar DeRozan,PF,32,CHI,23.1,0.59,8,23.3,1.2,0.8,9.2,31.8,8.8,2.5
2022,Jarrett Allen,C,23,CLE,23,0.698,18.4,8.2,1.2,3.7,12.7,18.1,8.5,3.9
2022,Mitchell Robinson,C,23,NYK,20.7,0.722,17.9,3.2,1.6,7.1,12.4,11.4,8.5,2.2
2022,Kevin Durant,PF,33,BRK,25.6,0.634,10.8,29.1,1.1,2.3,12.9,31.2,8.4,7.2
2022,Clint Capela,C,27,ATL,21.4,0.604,23.5,6.6,1.3,4.1,6.1,15.5,8.3,2
2022,Dwight Powell,C,30,DAL,18.1,0.725,12.5,8.1,1,2,11.5,14,8.2,0.9
2022,Pascal Siakam,PF,27,TOR,20.3,0.565,12.2,23,1.6,1.6,11.6,25.8,8.1,3.5
2022,Stephen Curry,PG,33,GSW,21.4,0.601,8.3,30.4,1.9,1,13.2,30.8,8,5.8
2022,Devin Booker,SG,25,PHO,21.3,0.576,7.8,22.4,1.6,1,9.3,32,7.6,4.1
2022,Luka Dončić,PG,22,DAL,25.1,0.571,14.3,46,1.6,1.4,15.3,37.4,7.6,8.2
2022,James Harden,PG,32,TOT,20.9,0.583,11.3,40.3,1.7,1.3,18.8,27.2,7.6,4
2022,Al Horford,C,35,BOS,16.7,0.574,14.3,16.4,1.2,4.2,9.6,14.8,7.6,4.3
2022,Jalen Brunson,SG,25,DAL,17.1,0.583,6.8,24.3,1.3,0.1,10.1,21.9,7.5,0.9
2022,LeBron James,C,37,LAL,26.2,0.619,11.8,30.6,1.7,2.5,12.5,32.3,7.5,7.7
2022,Deandre Ayton,C,23,PHO,21.9,0.656,18.6,7.6,1.1,2.1,10.7,21.4,7.3,2.8
2022,Montrezl Harrell,C,28,TOT,23.2,0.68,14.4,13.9,0.9,2.3,9.5,20.2,7.3,3.9
2022,Tyrese Maxey,PG,21,PHI,16.2,0.594,5.1,19.1,1,1.1,7.4,20.2,7.3,0.6
2022,Dejounte Murray,PG,25,SAS,22.3,0.533,12.5,40.6,2.8,0.8,11.8,27.3,7.3,5.4
2022,Jonas Valančiūnas,C,29,NOP,21.2,0.617,20.8,14,0.9,2.6,14.4,23.8,7.3,1.9
2022,Bam Adebayo,C,24,MIA,21.8,0.608,17.5,17.5,2.2,2.6,14.4,25,7.2,3.8
2022,Desmond Bane,SG,23,MEM,17.6,0.592,7.7,13.5,1.9,1.1,8.7,23.1,7.2,2.7
2022,Miles Bridges,PF,23,CHO,17.9,0.593,10.4,15.7,1.3,2.2,9.9,22.6,7.2,1.5
2022,Donovan Mitchell,SG,25,UTA,21.6,0.572,6.8,27.7,2.2,0.5,11.7,32.9,7.2,4.3
2022,Ivica Zubac,C,24,LAC,19.2,0.66,18.4,9.8,1,3.5,16.1,16.8,7.2,0.7
2022,Domantas Sabonis,PF,25,TOT,21.9,0.637,19.5,23.6,1.3,1.1,17.5,22.3,7.1,4.1
2022,Tyrese Haliburton,SG-PG,21,TOT,18.2,0.595,6.3,34.1,2.4,1.6,16.7,19,7,2.6
2022,Jrue Holiday,PG,31,MIL,19.8,0.593,7.2,31.8,2.4,1.3,15,23.5,6.9,3.2
2022,Jakob Poeltl,C,26,SAS,20.8,0.613,16.9,14,1.1,5,12.7,18.3,6.9,1.6
2022,Steven Adams,C,28,MEM,17.6,0.56,19.9,16.1,1.6,2.7,19.6,12,6.8,2
2022,Kevon Looney,C,25,GSW,15.7,0.586,18.8,13.2,1.4,2.9,13.8,12.2,6.8,0.9
2022,Mike Conley,PG,34,UTA,17.2,0.572,5.8,27.7,2.3,0.9,12.5,20.9,6.7,3.1
2022,Ja Morant,PG,22,MEM,24.4,0.575,9,34.1,1.7,1,12.6,33.7,6.7,6.1
2022,Fred VanVleet,PG,27,TOR,17.3,0.552,6.4,26.7,2.3,1.4,12.5,23.7,6.7,3.6
2022,Scottie Barnes,PF,20,TOR,16.3,0.552,11.5,14.7,1.5,2.1,11.7,19,6.6,0.9
2022,Dorian Finney-Smith,PF,28,DAL,12.5,0.604,7.9,8.2,1.7,1.3,9.9,13.8,6.6,0.8
2022,Kyle Lowry,PG,35,MIA,15,0.6,7.5,32.3,1.6,0.8,19.3,18.2,6.4,2
2022,Brandon Clarke,PF,25,MEM,23.7,0.66,14.4,10.3,1.5,4.9,6.3,17.7,6.3,4.2
2022,Darius Garland,PG,22,CLE,19,0.576,5.1,39.9,1.8,0.3,16.2,27.8,6.3,2.6
2022,Alec Burks,SG,30,NYK,13.7,0.559,9.2,15.7,1.8,1.1,9.7,17.7,6.1,0.8
2022,Harrison Barnes,PF,29,SAC,15.7,0.623,9.1,10.5,1,0.5,10.4,18.8,6,0.2
2022,Chris Boucher,SF,29,TOR,17.9,0.57,15.8,2.2,1.4,4.3,6,17.8,6,0.1
2022,Daniel Gafford,C,23,WAS,21.8,0.708,15.6,7.3,1,5.8,12,16.7,6,1.6
2022,Jordan Poole,SG,22,GSW,16.1,0.598,6.2,21,1.3,1,13.7,26,6,1
2022,Jarred Vanderbilt,PF,22,MIN,15.3,0.612,17.8,6.7,2.5,2.4,14.8,10.9,6,0.2
2022,Terry Rozier,SG,27,CHO,17.6,0.566,6.8,19.7,1.8,1,7.2,23.2,5.9,1.7
2022,LaMelo Ball,PG,20,CHO,19.7,0.554,11,35.7,2.4,1.2,15.3,28.2,5.8,3.4
2022,Jaylen Brown,SF,25,BOS,18.9,0.574,9.8,17.9,1.6,0.7,11.6,30.5,5.8,2.1
2022,Zach LaVine,SG,26,CHI,20,0.605,7.4,20.8,0.9,0.9,11.2,28.8,5.8,2.4
2022,Hassan Whiteside,C,32,UTA,22.9,0.662,23.3,3.4,0.9,7.8,11.6,17.1,5.8,2.1
2022,Kevin Love,C,33,CLE,19.6,0.594,17.8,15.3,0.8,1,10.4,25.1,5.7,4.5
2022,Tobias Harris,PF,29,PHI,15.9,0.566,10.9,15.9,0.9,1.5,9.5,21.7,5.6,0
2022,Cameron Johnson,PF,25,PHO,15.2,0.625,8.5,7.7,1.6,0.8,6.7,17.5,5.6,2.7
2022,Kristaps Porziņģis,PF,26,TOT,23.7,0.577,15.4,13.7,1.3,5,8.3,29.5,5.6,3.9
2022,Marcus Smart,PG,27,BOS,13.6,0.54,6.4,25.6,2.6,0.7,16.6,18.3,5.6,0.5
2022,Gary Trent Jr.,SG,23,TOR,14.7,0.546,4.2,8.8,2.5,0.8,5.8,21.8,5.6,0.2
2022,Isaiah Hartenstein,C,23,LAC,22,0.664,14.5,20.5,2,5.4,16.5,18.4,5.5,4.5
2022,Terance Mann,SF,25,LAC,13.4,0.572,9.7,13.1,1.2,0.8,9.9,16,5.5,-0.6
2022,Royce O'Neale,SF,28,UTA,10.3,0.608,8.4,10.5,1.8,1.2,14.4,9.9,5.5,0.8
2022,Bobby Portis,C,26,MIL,17.7,0.571,17.2,6.4,1.3,2.4,8.9,21.3,5.5,0.2
2022,Jaren Jackson Jr.,PF,22,MEM,17,0.535,11.2,5.8,1.6,7.4,9.9,25.4,5.4,-0.1
2022,Monte Morris,PG,26,DEN,14.7,0.583,5.6,21.4,1.2,0.6,8.8,17.4,5.4,0
2022,Khris Middleton,SF,30,MIL,18.1,0.577,8.8,25.5,1.7,0.8,14.2,26.7,5.3,1.6
2022,Bojan Bogdanović,PF,32,UTA,15.7,0.599,7.6,8.7,0.8,0,10.2,23.7,5.2,0
2022,Aaron Gordon,PF,26,DEN,15.3,0.602,10.3,11.6,0.9,1.7,12.5,19.7,5.2,-0.6
2022,Evan Mobley,PF,20,CLE,16.1,0.549,13.5,11.6,1.2,4.4,12.4,20.4,5.2,0.6
2022,Gary Payton II,SG,29,GSW,17.8,0.679,10.8,7.6,3.8,1.7,9.8,14.3,5.2,3.7
2022,John Collins,PF,24,ATL,18.7,0.61,13.9,8.9,1,3,7.7,20.5,5.1,1.5
2022,Andre Drummond,C,28,TOT,21,0.574,26.2,13.7,2.7,4.2,18.5,19,5.1,1.3
2022,Jaxson Hayes,C,21,NOP,18.5,0.68,12.5,4.7,1.2,3.8,10.1,16.4,5.1,0.2
2022,Tyus Jones,PG,25,MEM,16.5,0.544,5.9,28.2,2,0.1,7.3,16.6,5.1,1.7
2022,Derrick White,SG,27,TOT,14.8,0.549,6.3,22.9,1.4,2.3,11.6,19.9,5.1,0.9
2022,Andrew Wiggins,SF,26,GSW,15,0.56,7.6,10.8,1.6,2.1,9,23.1,5.1,0.4
2022,Grant Williams,PF,23,BOS,11.2,0.635,7.9,5.7,1,2.8,11.6,12.6,5.1,-0.4
2022,Wendell Carter Jr.,PF,22,ORL,18.4,0.601,18.5,15.4,0.9,2.1,13.1,20.9,5,1.6
2022,Lauri Markkanen,SF,24,CLE,14.7,0.582,10.2,6.6,1.2,1.4,6.5,19.5,5,0.4
2022,P.J. Tucker,PF,36,MIA,11.3,0.593,11.1,10.6,1.5,0.8,12.7,11.7,5,0.6
2022,Keldon Johnson,SF,22,SAS,15.2,0.574,10,9.5,1.2,0.5,7.6,21.3,4.9,-0.5
2022,JaVale McGee,C,34,PHO,22.6,0.651,22.7,5.4,0.9,6.1,15.8,22.8,4.9,0.8
2022,Otto Porter Jr.,PF,28,GSW,15.9,0.581,14.2,9.6,2.4,2,7.7,15,4.9,3.1
2022,Christian Wood,C,26,HOU,19.1,0.595,18,12.2,1.2,2.8,11,23.3,4.9,1.6
2022,Bruce Brown,SF,25,BRK,15,0.575,10.6,11.5,2.1,2.6,9.1,15,4.8,0.7
2022,Mason Plumlee,C,31,CHO,14.7,0.603,16.7,16.4,1.6,2.7,20.2,11.7,4.7,0
2022,Shai Gilgeous-Alexander,PG,23,OKC,20.9,0.557,7.4,31.1,1.8,2.2,11.1,30.8,4.6,3.4
2022,Herbert Jones,PF,23,NOP,12.3,0.573,7,10,2.7,2.5,13.4,13.7,4.6,-0.5
2022,Mo Bamba,C,23,ORL,16.5,0.582,16.5,7.4,1,5.9,10.6,17.2,4.5,0.7
2022,Anthony Davis,C,28,LAL,23.9,0.578,15.1,14.7,1.7,5.7,9.3,27.1,4.5,3.8
2022,Luke Kennard,SG,25,LAC,13.3,0.619,6.3,11.2,1.1,0.3,8.2,16.8,4.5,0.5
2022,Nikola Vučević,C,31,CHI,18.2,0.533,18.7,15.2,1.4,2.5,10.1,24.5,4.5,0.9
2022,Pat Connaughton,SF,29,MIL,13.4,0.62,8.6,6.6,1.7,0.9,6.3,14,4.4,1.2
2022,Javonte Green,SF,28,CHI,14,0.637,10.2,5.3,2.2,1.8,7.6,11.5,4.4,0.1
2022,Josh Hart,SG,26,TOT,16.1,0.61,12,18.9,1.7,0.7,14.7,18.6,4.4,0.9
2022,D'Angelo Russell,PG,25,MIN,16.3,0.544,5.6,33.1,1.4,1,13.2,25.1,4.4,0.8
2022,Jae Crowder,PF,31,PHO,11.3,0.541,10.1,8.3,2.4,1.4,8.6,14.6,4.3,1.1
2022,Anthony Edwards,SG,20,MIN,16.5,0.56,7.5,17.4,2,1.8,12.2,26.4,4.3,1.2
2022,Grayson Allen,SG,26,MIL,12.7,0.609,6.5,7.6,1.2,1,6.7,15.2,4.2,0.4
2022,Seth Curry,SG,31,TOT,13.7,0.615,5.2,16.3,1.2,0.6,12.3,18.5,4.2,-0.6
2022,John Konchar,SG,25,MEM,14,0.615,13.3,10.6,1.7,1.5,9.3,9.9,4.2,1.5
2022,Onyeka Okongwu,C,21,ATL,19.8,0.714,15.6,7.6,1.5,5.4,13.8,14,4.2,0.8
2022,Isaac Okoro,SF,21,CLE,10.4,0.589,5.6,8.5,1.4,1,10.4,12.4,4.2,-1.7
2022,Immanuel Quickley,PG,22,NYK,14.6,0.543,7.4,24.5,1.5,0.2,10.9,22.2,4.2,0.2
2022,Patrick Beverley,PG,33,MIN,14.8,0.539,8.7,24.5,2.2,3.4,12.9,16.1,4.1,2.7
2022,Spencer Dinwiddie,PG,28,TOT,15.1,0.543,7.8,25.7,1.1,0.6,10.9,21.4,4.1,0.3
2022,Saddiq Bey,SF,22,DET,14,0.529,8.8,13.8,1.3,0.5,7.1,21.3,4,-0.3
2022,Caleb Martin,SF,26,MIA,14.8,0.611,9.5,7,2.1,2.3,10.3,16.3,4,1.1
2022,Franz Wagner,SF,20,ORL,14.7,0.559,7.7,15.7,1.4,1.3,10,21.2,4,-0.7
2022,Jeff Green,PF,35,DEN,12.5,0.627,7,7.3,0.7,1.3,10.3,16.3,3.9,-2.5
2022,Brandon Ingram,SF,24,NOP,18.7,0.554,9.5,27.8,0.9,1.3,11.8,29.3,3.9,2
2022,Cody Martin,SF,26,CHO,12.7,0.579,8.1,12.4,2.3,1.6,11.5,12.1,3.9,-0.5
2022,Duncan Robinson,SG,27,MIA,10.6,0.573,5.6,9.3,1,0.7,7.4,17.7,3.9,-0.6
2022,Obi Toppin,PF,23,NYK,18.3,0.614,11.7,10.9,1,2.6,9.6,20.8,3.9,2
2022,Amir Coffey,SG,24,LAC,13,0.598,6.7,11.4,1.2,0.8,8,15.8,3.8,-0.3
2022,Tyler Herro,SG,22,MIA,16.2,0.561,8.7,20.9,1,0.4,12.5,28.8,3.8,0.7
2022,OG Anunoby,SF,24,TOR,14.8,0.549,8.3,11,2.1,1.4,9.7,20.5,3.7,0.5
2022,Nicolas Batum,PF,33,LAC,13.5,0.608,9.2,9.7,1.9,2.4,9,13.3,3.7,2.3
2022,Bogdan Bogdanović,SG,29,ATL,15.4,0.562,7.4,15.5,1.8,0.7,7.7,21.6,3.7,1.3
2022,Evan Fournier,SG,29,NYK,12.3,0.554,4.8,11.9,1.7,0.8,9.4,20.8,3.7,-0.7
2022,De'Anthony Melton,SG,23,MEM,15.2,0.529,10.4,16,3,2.1,13,21.3,3.7,1.9
2022,Matisse Thybulle,SG,24,PHI,11.2,0.594,5,6.1,3.4,3.8,10.9,9.5,3.7,1.1
2022,Carmelo Anthony,PF,37,LAL,14.8,0.579,8.6,5.6,1.3,2.6,6.9,20.4,3.6,-0.5
2022,Danilo Gallinari,PF,33,ATL,14.3,0.579,10.1,8.5,0.8,0.6,5.4,18.4,3.6,-0.2
2022,Draymond Green,PF,31,GSW,14.3,0.582,13.8,32.5,2.2,3.6,31.9,14.3,3.6,3.2
2022,CJ McCollum,SG-PG,30,TOT,18.3,0.553,6.9,26.1,1.6,1,9.3,27.5,3.6,1.9
2022,Malik Monk,SG,23,LAL,14.4,0.597,6.4,15.2,1.4,1.2,12.2,20.1,3.6,-0.5
2022,Jusuf Nurkić,C,27,POR,20,0.586,21.5,16.6,1.9,2.1,16.6,23.6,3.6,0.3
2022,Max Strus,SF,25,MIA,12.7,0.614,7.2,8.8,0.9,1.1,8.8,18.1,3.6,0.9
2022,Delon Wright,SG,29,ATL,13.8,0.576,8.3,16.6,3.1,1.2,13.2,10.3,3.6,2.2
2022,Kyle Anderson,PF,28,MEM,14.4,0.506,13,16.2,2.5,2.7,12.1,16.2,3.5,1.2
2022,Jordan Clarkson,SG,29,UTA,14.9,0.532,7,14.5,1.5,0.7,9.8,26.8,3.5,-0.6
2022,Nic Claxton,C,22,BRK,18.6,0.672,14.8,6.4,1.2,4.7,11.1,15.1,3.5,0.5
2022,Dewayne Dedmon,C,32,MIA,15.9,0.632,20.6,6.7,1.1,4.2,17.3,16.9,3.5,-1
2022,Dwight Howard,C,36,LAL,18.2,0.657,19.7,5,1.7,3.3,14.2,14.6,3.5,-0.2
2022,Trey Lyles,PF,26,TOT,16.4,0.588,13.4,9,0.9,1.9,9.8,20.7,3.5,-0.3
2022,Josh Richardson,SG,28,TOT,12.8,0.573,6.2,10.1,1.7,1.6,10.2,17.6,3.5,0.1
2022,Drew Eubanks,C,24,TOT,18,0.638,16.5,10.1,1.2,2.8,15.9,17.5,3.4,-1.4
2022,Isaiah Stewart,C,20,DET,14,0.55,18.4,6.9,0.6,3.9,13.7,14.6,3.4,-3.3
2022,P.J. Washington,C,23,CHO,13.6,0.588,10.1,11.2,1.5,3.3,12.6,15.6,3.4,-0.1
2022,Kyrie Irving,PG,29,BRK,21.4,0.592,6.3,25.2,1.8,1.4,9.8,29.4,3.3,3
2022,Damian Jones,C,26,SAC,18.3,0.701,13.2,10.2,1.2,4,15.4,16.2,3.3,0.3
2022,Kelly Oubre Jr.,SF,26,CHO,14.9,0.56,8,6.2,1.8,1.5,6.2,23,3.3,-1.4
2022,Devin Vassell,SF,21,SAS,13.3,0.54,8.3,9.7,1.9,1.8,6.7,18.9,3.3,-0.5
2022,Will Barton,SG,31,DEN,13.4,0.548,8.3,17.6,1.2,1.2,11.8,20.8,3.2,-0.5
2022,Reggie Bullock,SF,30,DAL,9.2,0.558,7,6.1,1.1,0.7,7.1,13.3,3.2,-1.4
2022,Robert Covington,PF,31,TOT,12.4,0.572,11,6.8,2.6,4.4,12.4,13.5,3.2,0.2
2022,Willy Hernangómez,C,27,NOP,22.2,0.582,22.3,11.9,1.2,2.2,11.6,22.5,3.2,0.2
2022,Richaun Holmes,C,28,SAC,17.8,0.689,16.1,6.8,0.8,3.3,14.2,15.8,3.2,-0.5
2022,Naz Reid,C,22,MIN,17.2,0.588,13.3,8.7,1.6,5.6,13.2,21.4,3.2,0
2022,LaMarcus Aldridge,C,36,BRK,19.6,0.604,13.4,6.3,0.6,4,8,22.4,3.1,0.7
2022,Payton Pritchard,PG,24,BOS,15,0.578,7.2,20.4,1.2,0.5,9.7,18.6,3.1,1.8
2022,Julius Randle,PF,27,NYK,15.7,0.509,15.1,25.1,1,1.5,14.7,28.7,3.1,0.5
2022,Myles Turner,C,25,IND,17.4,0.615,13.4,5.1,1.1,8.3,10.9,17.1,3.1,1.4
2022,Nemanja Bjelica,C,33,GSW,14.2,0.573,14.1,19.8,1.8,2.2,18.7,17.8,3,1.4
2022,Ayo Dosunmu,SG,22,CHI,11.2,0.596,5.7,16.5,1.4,1.2,15.9,14.1,3,-2
2022,Maxi Kleber,PF,30,DAL,11,0.537,13.4,6.5,1,3.6,10.9,13.3,3,-0.4
2022,Jonathan Kuminga,SF,19,GSW,15.2,0.6,10.8,8.4,1.3,1.8,12,22.7,3,-1.5
2022,Jae'Sean Tate,PF,26,HOU,14.3,0.567,11.2,16.9,1.7,1.8,14.6,19.6,3,-1.8
2022,Malik Beasley,SG,25,MIN,11.9,0.544,6.2,8.5,1,0.6,4.7,19.4,2.9,-0.7
2022,Tre Jones,PG,22,SAS,15,0.545,7.1,27,1.8,0.5,10.8,15.6,2.9,-0.5
2022,KJ Martin,SF,21,HOU,14.3,0.603,9.9,9.4,1,2.2,9.4,16.3,2.9,-1.2
2022,Cedi Osman,SF,26,CLE,13.3,0.563,5.5,14.1,1.8,0.6,9.6,21.1,2.9,0.2
2022,Austin Reaves,SG,23,LAL,11.5,0.6,7.3,10.3,1,1.3,9.8,12.4,2.9,-1.9
2022,Isaiah Roby,PF,23,OKC,18.3,0.607,11.8,12.1,1.8,3.3,10.3,19,2.9,0.6
2022,Dennis Schröder,PG,28,TOT,13,0.539,6.3,24.2,1.4,0.4,15.1,22.6,2.9,-1.9
2022,Kentavious Caldwell-Pope,SG,28,WAS,12.6,0.568,6.2,9.1,1.8,0.9,9.8,19,2.8,-1.5
2022,Devonte' Graham,PG,26,NOP,12.1,0.514,4.5,21,1.6,0.5,10.7,19.5,2.8,-1
2022,Gordon Hayward,SF,31,CHO,15.1,0.57,7.6,16.1,1.4,1.3,10.6,20.7,2.8,-0.7
2022,Kevin Huerter,SF,23,ATL,11.9,0.57,6.4,13.2,1.2,1.1,10.4,17.5,2.8,-1.2
2022,Garrison Mathews,SG,25,HOU,11,0.602,6.1,5.3,1.6,1.3,7.1,14.4,2.8,-2.3
2022,Patty Mills,SG,33,BRK,10.4,0.563,3.6,10.6,1.1,0.6,8.2,16.4,2.8,-1.7
2022,Georges Niang,PF,28,PHI,10.7,0.594,6.5,8.7,0.9,0.7,9.1,16.8,2.8,-1.9
2022,Jaylen Nowell,SG,22,MIN,16.8,0.581,6.8,20.2,1.3,1,7.4,21,2.8,0.8
2022,Norman Powell,SF-SG,28,TOT,16.3,0.603,5.4,10.8,1.4,1.4,8.9,23.1,2.8,-0.3
2022,Jalen Smith,PF,21,TOT,18.4,0.595,18.2,3.9,0.8,3.9,9.6,20.3,2.8,-0.5
2022,Moritz Wagner,C,24,ORL,18.1,0.623,12.8,15.4,1,1.2,11,22.9,2.8,1.6
2022,Malcolm Brogdon,PG,29,IND,18,0.557,8.6,26.9,1.2,1,11.1,24.6,2.7,2.3
2022,Taj Gibson,C,36,NYK,12,0.606,13,4.9,1.2,4.2,12.5,10,2.7,-2
2022,JaMychal Green,PF,31,DEN,14.1,0.587,14.5,7.6,1.9,2.2,13.4,17.2,2.7,-1.8
2022,Damion Lee,SG,29,GSW,10.9,0.561,8.8,7.1,1.5,0.5,8.4,15.8,2.7,-2
2022,Khem Birch,C,29,TOR,13.2,0.534,13.1,7.6,1.5,2.6,11.1,11.2,2.6,-1.3
2022,Landry Shamet,SG,24,PHO,10.2,0.55,4.7,9.7,0.9,0.6,7.3,16.8,2.6,-1.2
2022,Precious Achiuwa,C,22,TOR,12.7,0.503,14.9,6.9,1.1,2.3,11.3,18.5,2.5,-2.6
2022,De'Aaron Fox,PG,24,SAC,17.4,0.549,6,26.8,1.6,1,11.9,29.1,2.5,-0.6
2022,Cory Joseph,PG,30,DET,11.4,0.579,5.9,21.8,1.3,1,15.9,14.3,2.5,-2.1
2022,Gabe Vincent,PG,25,MIA,10.6,0.551,4.5,19.4,2,0.8,15.4,17.8,2.5,-1.4
2022,Deni Avdija,SF,21,WAS,11.6,0.536,11.9,11.8,1.5,1.9,12,16.3,2.4,-1.7
2022,Josh Green,SG,21,DAL,11.9,0.578,8.6,11,2.2,1.2,13.8,13.9,2.4,-1
2022,Bones Hyland,SG,21,DEN,14.4,0.558,8,21.2,1.5,1.4,12.1,23.8,2.4,-0.4
2022,Jaden McDaniels,PF,21,MIN,10.3,0.553,8.7,6.1,1.4,2.9,11.4,15.3,2.4,-2.9
2022,Marcus Morris,PF,32,LAC,13.7,0.549,8.1,11.3,0.9,1,8.4,23.2,2.4,-1.4
2022,Terry Taylor,PF,22,IND,19,0.656,13.4,8.6,1,1,8.7,15.9,2.4,-0.6
2022,Coby White,PG,21,CHI,12.6,0.564,6.1,15,0.8,0.6,9.3,19.8,2.4,-2.1
2022,RJ Barrett,SF,21,NYK,13.7,0.511,9.1,14.9,0.9,0.7,9.9,27.6,2.3,-1.6
2022,Torrey Craig,SF,31,TOT,11,0.556,10.7,7.6,1.4,2,12.6,14.3,2.3,-1.8
2022,Jerami Grant,PF,27,DET,16.1,0.556,6.9,12.5,1.4,2.9,9.5,25.7,2.3,1.2
2022,George Hill,PG,35,MIL,10.2,0.552,6.6,12.4,1.6,0.5,11.9,11.7,2.3,-1.6
2022,Corey Kispert,SF,22,WAS,10.9,0.586,6.4,6.7,1,1,8.5,14.6,2.3,-2.3
2022,Jordan McLaughlin,PG,25,MIN,13.4,0.535,5.6,26.1,3,1.1,14.9,11.8,2.3,0.4
2022,Larry Nance Jr.,C-PF,29,TOT,14.4,0.59,13.1,11.4,2,1.9,12,12.8,2.3,-0.1
2022,Dean Wade,PF,25,CLE,10.1,0.584,8.5,7.3,1.5,0.6,6.5,11.1,2.3,-0.6
2022,Lonzo Ball,PG,24,CHI,14.5,0.575,8.8,20,2.6,2.2,17.2,17.4,2.2,2.5
2022,DeAndre' Bembry,SF,27,TOT,11.9,0.601,8.6,8.6,2.3,2.2,11.6,11.2,2.2,-0.7
2022,Oshae Brissett,SF,23,IND,12.9,0.53,12.8,6.4,1.4,1.6,8.5,17.3,2.2,-2.2
2022,Gary Harris,SG,27,ORL,10.9,0.571,3.7,9.5,1.6,0.5,9.3,16.4,2.2,-2.4
2022,Joe Ingles,SF,34,UTA,10,0.551,6.4,19,1,0.4,13.5,13.2,2.2,-0.3
2022,Derrick Jones Jr.,PF,24,CHI,13,0.633,10.6,4.4,1.4,3.2,11.7,12.5,2.2,-0.9
2022,Caris LeVert,SG,27,TOT,15.1,0.525,6.7,22,1.4,1.1,10.3,25.4,2.2,-1.2
2022,Chuma Okeke,PF,23,ORL,12,0.501,10.5,10.1,2.7,2.2,8.6,16.4,2.2,-0.1
2022,Taurean Prince,PF,27,MIN,12.4,0.589,7.9,8.1,1.9,1.9,11.1,17,2.2,-0.9
2022,Ziaire Williams,SF,20,MEM,9.7,0.559,5,6.3,1.2,0.8,8.4,14.9,2.2,-3
2022,Thaddeus Young,PF,33,TOT,17,0.548,13.1,17.7,3.1,2,15,17.4,2.2,2.2
2022,Jose Alvarado,PG,23,NOP,16.4,0.52,6.6,26.9,4.2,0.8,11.2,18.4,2.1,1.9
2022,Hamidou Diallo,SG,23,DET,15.7,0.541,11.8,9.8,2.7,1.2,9,21.8,2.1,-0.5
2022,Rudy Gay,PF,35,UTA,13,0.539,12.8,7.8,1.2,1.6,10.2,19.3,2.1,-1
2022,Blake Griffin,C,32,BRK,13.7,0.518,13,15,1.4,1.3,8.2,16.9,2.1,-0.5
2022,Mike Muscala,C,30,OKC,19.7,0.63,11.2,6.2,1.5,4.1,4.9,20.9,2.1,5
2022,Alperen Şengün,C,19,HOU,16,0.552,14.5,19.1,1.9,4.1,18.8,22,2.1,-1
2022,Omer Yurtseven,C,23,MIA,17.4,0.546,23.6,11,1.2,3,13,19.9,2.1,-1
2022,Marvin Bagley III,PF,22,TOT,15.7,0.551,16,5.2,0.9,1.4,7.4,19.8,2,-2.3
2022,Facundo Campazzo,PG,30,DEN,11.1,0.503,5.5,24.1,2.6,1.8,16.9,14.7,2,-0.8
2022,Alex Caruso,SG,27,CHI,11.7,0.528,7.3,18.5,3,1.1,16.5,13.3,2,0.2
2022,Tim Hardaway Jr.,SG,29,DAL,12.7,0.52,7,11.4,1.5,0.4,5.6,22,2,-0.2
2022,Serge Ibaka,C,32,TOT,14.4,0.579,15.1,8.4,0.6,3.3,12,17.8,2,-1.5
2022,Kyle Kuzma,PF,26,WAS,15.2,0.547,14.1,16.3,0.9,2.2,14.1,24.2,2,-0.2
2022,Eric Paschall,PF,25,UTA,13.9,0.612,7.9,7.1,0.6,0.6,9,17.7,2,-0.5
2022,Juan Toscano-Anderson,SF,28,GSW,11,0.561,9.7,17.6,2.4,1.6,20.4,14.7,2,-0.8
2022,Goga Bitadze,C,22,IND,18,0.595,13.5,11.2,1.4,5,13.6,19.9,1.9,-0.8
